# data from ifeffit
#------------------------
#   r         pdf       fit
  2.8750000        0.0000000       0.20743295-113
  2.8752000        0.0000000       0.15367983-113
  2.8754000        0.0000000       0.11383678-113
  2.8756000        0.0000000       0.84309208-114
  2.8758000        0.0000000       0.62430101-114
  2.8760000        0.0000000       0.46221039-114
  2.8762000        0.0000000       0.34214642-114
  2.8764000        0.0000000       0.25322753-114
  2.8766000        0.0000000       0.18738572-114
  2.8768000        0.0000000       0.13864004-114
  2.8770000        0.0000000       0.10255752-114
  2.8772000        0.0000000       0.75853039-115
  2.8774000        0.0000000       0.56092537-115
  2.8776000        0.0000000       0.41472844-115
  2.8778000        0.0000000       0.30658379-115
  2.8780000        0.0000000       0.22660067-115
  2.8782000        0.0000000       0.16745566-115
  2.8784000        0.0000000       0.12372718-115
  2.8786000        0.0000000       0.91402276-116
  2.8788000        0.0000000       0.67511157-116
  2.8790000        0.0000000       0.49856378-116
  2.8792000        0.0000000       0.36812265-116
  2.8794000        0.0000000       0.27176341-116
  2.8796000        0.0000000       0.20059313-116
  2.8798000        0.0000000       0.14803615-116
  2.8800000        0.0000000       0.10923105-116
  2.8802000        0.0000000       0.80584422-117
  2.8804000        0.0000000       0.59440535-117
  2.8806000        0.0000000       0.43837013-117
  2.8808000        0.0000000       0.32324055-117
  2.8810000        0.0000000       0.23830731-117
  2.8812000        0.0000000       0.17566106-117
  2.8814000        0.0000000       0.12946140-117
  2.8816000        0.0000000       0.95396341-118
  2.8818000        0.0000000       0.70282916-118
  2.8820000        0.0000000       0.51771943-118
  2.8822000        0.0000000       0.38129910-118
  2.8824000        0.0000000       0.28077843-118
  2.8826000        0.0000000       0.20672278-118
  2.8828000        0.0000000       0.15217369-118
  2.8830000        0.0000000       0.11199984-118
  2.8832000        0.0000000       0.82417970-119
  2.8834000        0.0000000       0.60639141-119
  2.8836000        0.0000000       0.44607800-119
  2.8838000        0.0000000       0.32809167-119
  2.8840000        0.0000000       0.24127162-119
  2.8842000        0.0000000       0.17739603-119
  2.8844000        0.0000000       0.13040919-119
  2.8846000        0.0000000       0.95851549-120
  2.8848000        0.0000000       0.70439571-120
  2.8850000        0.0000000       0.51756024-120
  2.8852000        0.0000000       0.38021719-120
  2.8854000        0.0000000       0.27927317-120
  2.8856000        0.0000000       0.20509417-120
  2.8858000        0.0000000       0.15059275-120
  2.8860000        0.0000000       0.11055577-120
  2.8862000        0.0000000       0.81149424-121
  2.8864000        0.0000000       0.59554706-121
  2.8866000        0.0000000       0.43699187-121
  2.8868000        0.0000000       0.32059539-121
  2.8870000        0.0000000       0.23516236-121
  2.8872000        0.0000000       0.17246660-121
  2.8874000        0.0000000       0.12646455-121
  2.8876000        0.0000000       0.92716976-122
  2.8878000        0.0000000       0.67963595-122
  2.8880000        0.0000000       0.49810403-122
  2.8882000        0.0000000       0.36499794-122
  2.8884000        0.0000000       0.26741600-122
  2.8886000        0.0000000       0.19588944-122
  2.8888000        0.0000000       0.14347006-122
  2.8890000        0.0000000       0.10506018-122
  2.8892000        0.0000000       0.76920426-123
  2.8894000        0.0000000       0.56308225-123
  2.8896000        0.0000000       0.41212468-123
  2.8898000        0.0000000       0.30158661-123
  2.8900000        0.0000000       0.22065924-123
  2.8902000        0.0000000       0.16142054-123
  2.8904000        0.0000000       0.11806526-123
  2.8906000        0.0000000       0.86340010-124
  2.8908000        0.0000000       0.63128968-124
  2.8910000        0.0000000       0.46150023-124
  2.8912000        0.0000000       0.33731976-124
  2.8914000        0.0000000       0.24651212-124
  2.8916000        0.0000000       0.18011978-124
  2.8918000        0.0000000       0.13158645-124
  2.8920000        0.0000000       0.96114207-125
  2.8922000        0.0000000       0.70192486-125
  2.8924000        0.0000000       0.51253118-125
  2.8926000        0.0000000       0.37417658-125
  2.8928000        0.0000000       0.27312379-125
  2.8930000        0.0000000       0.19932837-125
  2.8932000        0.0000000       0.14544718-125
  2.8934000        0.0000000       0.10611289-125
  2.8936000        0.0000000       0.77402972-126
  2.8938000        0.0000000       0.56451274-126
  2.8940000        0.0000000       0.41163898-126
  2.8942000        0.0000000       0.30011373-126
  2.8944000        0.0000000       0.21876704-126
  2.8946000        0.0000000       0.15944266-126
  2.8948000        0.0000000       0.11618600-126
  2.8950000        0.0000000       0.84650539-127
  2.8952000        0.0000000       0.61664083-127
  2.8954000        0.0000000       0.44911904-127
  2.8956000        0.0000000       0.32705236-127
  2.8958000        0.0000000       0.23812212-127
  2.8960000        0.0000000       0.17334400-127
  2.8962000        0.0000000       0.12616664-127
  2.8964000        0.0000000       0.91813575-128
  2.8966000        0.0000000       0.66802988-128
  2.8968000        0.0000000       0.48597230-128
  2.8970000        0.0000000       0.35347099-128
  2.8972000        0.0000000       0.25705299-128
  2.8974000        0.0000000       0.18690383-128
  2.8976000        0.0000000       0.13587525-128
  2.8978000        0.0000000       0.98761834-129
  2.8980000        0.0000000       0.71773575-129
  2.8982000        0.0000000       0.52151480-129
  2.8984000        0.0000000       0.37887447-129
  2.8986000        0.0000000       0.27520142-129
  2.8988000        0.0000000       0.19986311-129
  2.8990000        0.0000000       0.14512467-129
  2.8992000        0.0000000       0.10536017-129
  2.8994000        0.0000000       0.76478321-130
  2.8996000        0.0000000       0.55504328-130
  2.8998000        0.0000000       0.40275597-130
  2.9000000        0.0000000       0.29220239-130
  2.9002000        0.0000000       0.21195915-130
  2.9004000        0.0000000       0.15372596-130
  2.9006000        0.0000000       0.11147279-130
  2.9008000        0.0000000       0.80819692-131
  2.9010000        0.0000000       0.58585769-131
  2.9012000        0.0000000       0.42461342-131
  2.9014000        0.0000000       0.30769605-131
  2.9016000        0.0000000       0.22293424-131
  2.9018000        0.0000000       0.16149469-131
  2.9020000        0.0000000       0.11696781-131
  2.9022000        0.0000000       0.84703453-132
  2.9024000        0.0000000       0.61328522-132
  2.9026000        0.0000000       0.44396682-132
  2.9028000        0.0000000       0.32134028-132
  2.9030000        0.0000000       0.23254471-132
  2.9032000        0.0000000       0.16825748-132
  2.9034000        0.0000000       0.12172196-132
  2.9036000        0.0000000       0.88042045-133
  2.9038000        0.0000000       0.63670454-133
  2.9040000        0.0000000       0.46037571-133
  2.9042000        0.0000000       0.33282312-133
  2.9044000        0.0000000       0.24056986-133
  2.9046000        0.0000000       0.17385836-133
  2.9048000        0.0000000       0.12562514-133
  2.9050000        0.0000000       0.90757851-134
  2.9052000        0.0000000       0.65556909-134
  2.9054000        0.0000000       0.47345572-134
  2.9056000        0.0000000       0.34187465-134
  2.9058000        0.0000000       0.24682041-134
  2.9060000        0.0000000       0.17816478-134
  2.9062000        0.0000000       0.12858470-134
  2.9064000        0.0000000       0.92786195-135
  2.9066000        0.0000000       0.66942830-135
  2.9068000        0.0000000       0.48289355-135
  2.9070000        0.0000000       0.34827747-135
  2.9072000        0.0000000       0.25114584-135
  2.9074000        0.0000000       0.18107280-135
  2.9076000        0.0000000       0.13052903-135
  2.9078000        0.0000000       0.94077898-136
  2.9080000        0.0000000       0.67794545-136
  2.9082000        0.0000000       0.48845946-136
  2.9084000        0.0000000       0.35187543-136
  2.9086000        0.0000000       0.25344048-136
  2.9088000        0.0000000       0.18251126-136
  2.9090000        0.0000000       0.13141047-136
  2.9092000        0.0000000       0.94601261-137
  2.9094000        0.0000000       0.68091125-137
  2.9096000        0.0000000       0.49001652-137
  2.9098000        0.0000000       0.35257992-137
  2.9100000        0.0000000       0.25364778-137
  2.9102000        0.0000000       0.18244467-137
  2.9104000        0.0000000       0.13120728-137
  2.9106000        0.0000000       0.94343357-138
  2.9108000        0.0000000       0.67825241-138
  2.9110000        0.0000000       0.48752625-138
  2.9112000        0.0000000       0.35037354-138
  2.9114000        0.0000000       0.25176260-138
  2.9116000        0.0000000       0.18087468-138
  2.9118000        0.0000000       0.12992448-138
  2.9120000        0.0000000       0.93310561-139
  2.9122000        0.0000000       0.67003465-139
  2.9124000        0.0000000       0.48105016-139
  2.9126000        0.0000000       0.34531074-139
  2.9128000        0.0000000       0.24783147-139
  2.9130000        0.0000000       0.17784000-139
  2.9132000        0.0000000       0.12759366-139
  2.9134000        0.0000000       0.91528292-140
  2.9136000        0.0000000       0.65645999-140
  2.9138000        0.0000000       0.47074726-140
  2.9140000        0.0000000       0.33751569-140
  2.9142000        0.0000000       0.24195064-140
  2.9144000        0.0000000       0.17341482-140
  2.9146000        0.0000000       0.12427171-140
  2.9148000        0.0000000       0.89039967-141
  2.9150000        0.0000000       0.63785848-141
  2.9152000        0.0000000       0.45686755-141
  2.9154000        0.0000000       0.32717712-141
  2.9156000        0.0000000       0.23426217-141
  2.9158000        0.0000000       0.16770579-141
  2.9160000        0.0000000       0.12003850-141
  2.9162000        0.0000000       0.85905250-142
  2.9164000        0.0000000       0.61467491-142
  2.9166000        0.0000000       0.43974196-142
  2.9168000        0.0000000       0.31454078-142
  2.9170000        0.0000000       0.22494826-142
  2.9172000        0.0000000       0.16084774-142
  2.9174000        0.0000000       0.11499366-142
  2.9176000        0.0000000       0.82197668-143
  2.9178000        0.0000000       0.58745110-143
  2.9180000        0.0000000       0.41976921-143
  2.9182000        0.0000000       0.29989972-143
  2.9184000        0.0000000       0.21422403-143
  2.9186000        0.0000000       0.15299842-143
  2.9188000        0.0000000       0.10925274-143
  2.9190000        0.0000000       0.78001754-144
  2.9192000        0.0000000       0.55680488-144
  2.9194000        0.0000000       0.39740042-144
  2.9196000        0.0000000       0.28358304-144
  2.9198000        0.0000000       0.20232932-144
  2.9200000        0.0000000       0.14433246-144
  2.9202000        0.0000000       0.10294277-144
  2.9204000        0.0000000       0.73409847-145
  2.9206000        0.0000000       0.52340687-145
  2.9208000        0.0000000       0.37312226-145
  2.9210000        0.0000000       0.26594359-145
  2.9212000        0.0000000       0.18951977-145
  2.9214000        0.0000000       0.13503494-145
  2.9216000        0.0000000       0.96197645-146
  2.9218000        0.0000000       0.68518737-146
  2.9220000        0.0000000       0.48795626-146
  2.9222000        0.0000000       0.34743940-146
  2.9224000        0.0000000       0.24734542-146
  2.9226000        0.0000000       0.17605782-146
  2.9228000        0.0000000       0.12529490-146
  2.9230000        0.0000000       0.89153441-147
  2.9232000        0.0000000       0.63426312-147
  2.9234000        0.0000000       0.45115673-147
  2.9236000        0.0000000       0.32085739-147
  2.9238000        0.0000000       0.22815149-147
  2.9240000        0.0000000       0.16220386-147
  2.9242000        0.0000000       0.11529904-147
  2.9244000        0.0000000       0.81943943-148
  2.9246000        0.0000000       0.58228371-148
  2.9248000        0.0000000       0.41369385-148
  2.9250000        0.0000000       0.29386653-148
  2.9252000        0.0000000       0.20871219-148
  2.9254000        0.0000000       0.14820817-148
  2.9256000        0.0000000       0.10522601-148
  2.9258000        0.0000000       0.74696574-149
  2.9260000        0.0000000       0.53015750-149
  2.9262000        0.0000000       0.37621471-149
  2.9264000        0.0000000       0.26692747-149
  2.9266000        0.0000000       0.18935527-149
  2.9268000        0.0000000       0.13430376-149
