# data from ifeffit
#------------------------
#   x1        y1        x2        y2
  1.9902687        1.0281579        2.1777884        1.4776485
  1.9784118        1.0238114        2.1702934        1.4749010
  1.9665745        1.0195112        2.1628108        1.4721827
  1.9547573        1.0152572        2.1553409        1.4694937
  1.9429606        1.0110498        2.1478840        1.4668341
  1.9311849        1.0068890        2.1404403        1.4642040
  1.9194306        1.0027750        2.1330102        1.4616034
  1.9076982       0.99870794        2.1255939        1.4590326
  1.8959881       0.99468801        2.1181917        1.4564915
  1.8843007       0.99071534        2.1108038        1.4539803
  1.8726365       0.98679008        2.1034306        1.4514990
  1.8609959       0.98291238        2.0960724        1.4490479
  1.8493794       0.97908238        2.0887294        1.4466268
  1.8377874       0.97530024        2.0814018        1.4442361
  1.8262203       0.97156608        2.0740900        1.4418756
  1.8146786       0.96788006        2.0667942        1.4395456
  1.8031626       0.96424231        2.0595148        1.4372461
  1.7916729       0.96065296        2.0522519        1.4349772
  1.7802099       0.95711216        2.0450059        1.4327390
  1.7687740       0.95362004        2.0377770        1.4305316
  1.7573656       0.95017673        2.0305655        1.4283550
  1.7459852       0.94678235        2.0233717        1.4262093
  1.7346331       0.94343704        2.0161959        1.4240947
  1.7233099       0.94014091        2.0090382        1.4220111
  1.7120159       0.93689411        2.0018991        1.4199588
  1.7007516       0.93369674        1.9947787        1.4179376
  1.6895174       0.93054893        1.9876773        1.4159479
  1.6783137       0.92745080        1.9805952        1.4139895
  1.6671409       0.92440246        1.9735326        1.4120625
  1.6559995       0.92140402        1.9664899        1.4101672
  1.6448898       0.91845561        1.9594673        1.4083034
  1.6338124       0.91555733        1.9524650        1.4064714
  1.6227675       0.91270930        1.9454833        1.4046711
  1.6117557       0.90991161        1.9385225        1.4029026
  1.6007773       0.90716437        1.9315829        1.4011660
  1.5898328       0.90446769        1.9246646        1.3994614
  1.5789226       0.90182167        1.9177680        1.3977888
  1.5680470       0.89922641        1.9108934        1.3961482
  1.5572065       0.89668200        1.9040409        1.3945399
  1.5464015       0.89418854        1.8972108        1.3929637
  1.5356325       0.89174613        1.8904034        1.3914198
  1.5248997       0.88935486        1.8836190        1.3899082
  1.5142036       0.88701482        1.8768578        1.3884290
  1.5035447       0.88472609        1.8701201        1.3869823
  1.4929232       0.88248876        1.8634061        1.3855680
  1.4823397       0.88030292        1.8567160        1.3841863
  1.4717945       0.87816865        1.8500502        1.3828372
  1.4612880       0.87608602        1.8434088        1.3815207
  1.4508206       0.87405512        1.8367922        1.3802370
  1.4403928       0.87207603        1.8302005        1.3789859
  1.4300048       0.87014881        1.8236340        1.3777677
  1.4196571       0.86827355        1.8170930        1.3765823
  1.4093500       0.86645031        1.8105777        1.3754298
  1.3990841       0.86467915        1.8040884        1.3743102
  1.3888595       0.86296015        1.7976253        1.3732236
  1.3786768       0.86129338        1.7911886        1.3721700
  1.3685364       0.85967889        1.7847786        1.3711494
  1.3584385       0.85811674        1.7783955        1.3701620
  1.3483836       0.85660700        1.7720396        1.3692076
  1.3383721       0.85514971        1.7657111        1.3682865
  1.3284043       0.85374494        1.7594103        1.3673985
  1.3184806       0.85239274        1.7531373        1.3665437
  1.3086014       0.85109316        1.7468924        1.3657222
  1.2987670       0.84984625        1.7406760        1.3649340
  1.2889779       0.84865205        1.7344880        1.3641792
  1.2792344       0.84751062        1.7283290        1.3634576
  1.2695368       0.84642198        1.7221989        1.3627695
  1.2598856       0.84538619        1.7160982        1.3621147
  1.2502810       0.84440328        1.7100269        1.3614934
  1.2407235       0.84347330        1.7039854        1.3609056
  1.2312134       0.84259626        1.6979739        1.3603512
  1.2217511       0.84177222        1.6919926        1.3598303
  1.2123369       0.84100119        1.6860417        1.3593429
  1.2029712       0.84028321        1.6801214        1.3588890
  1.1936543       0.83961831        1.6742320        1.3584687
  1.1843866       0.83900651        1.6683737        1.3580820
  1.1751684       0.83844783        1.6625467        1.3577289
  1.1660002       0.83794229        1.6567513        1.3574093
  1.1568821       0.83748992        1.6509876        1.3571233
  1.1478146       0.83709073        1.6452558        1.3568710
  1.1387980       0.83674473        1.6395562        1.3566523
  1.1298327       0.83645194        1.6338891        1.3564672
  1.1209189       0.83621237        1.6282545        1.3563158
  1.1120571       0.83602603        1.6226527        1.3561980
  1.1032475       0.83589293        1.6170840        1.3561138
  1.0944905       0.83581306        1.6115486        1.3560634
  1.0857864       0.83578644        1.6060465        1.3560465
  1.0771356       0.83581306        1.6005782        1.3560634
  1.0685383       0.83589293        1.5951437        1.3561138
  1.0599950       0.83602603        1.5897432        1.3561980
  1.0515058       0.83621237        1.5843771        1.3563158
  1.0430712       0.83645194        1.5790454        1.3564672
  1.0346915       0.83674473        1.5737483        1.3566523
  1.0263669       0.83709073        1.5684862        1.3568710
  1.0180977       0.83748992        1.5632591        1.3571233
  1.0098844       0.83794229        1.5580673        1.3574093
  1.0017272       0.83844783        1.5529110        1.3577289
  0.99362640       0.83900651        1.5477903        1.3580820
  0.98558231       0.83961831        1.5427054        1.3584687
  0.97759523       0.84028321        1.5376566        1.3588890
  0.96966547       0.84100119        1.5326441        1.3593429
  0.96179332       0.84177222        1.5276679        1.3598303
  0.95397909       0.84259626        1.5227284        1.3603512
  0.94622307       0.84347330        1.5178257        1.3609056
  0.93852554       0.84440328        1.5129599        1.3614934
  0.93088681       0.84538619        1.5081313        1.3621147
  0.92330714       0.84642198        1.5033400        1.3627695
  0.91578685       0.84751062        1.4985863        1.3634576
  0.90832619       0.84865205        1.4938703        1.3641792
  0.90092546       0.84984625        1.4891921        1.3649340
  0.89358494       0.85109316        1.4845520        1.3657222
  0.88630489       0.85239274        1.4799501        1.3665437
  0.87908560       0.85374494        1.4753867        1.3673985
  0.87192734       0.85514971        1.4708618        1.3682865
  0.86483037       0.85660700        1.4663757        1.3692076
  0.85779497       0.85811674        1.4619284        1.3701620
  0.85082139       0.85967889        1.4575203        1.3711494
  0.84390991       0.86129338        1.4531514        1.3721700
  0.83706078       0.86296015        1.4488219        1.3732236
  0.83027425       0.86467915        1.4445320        1.3743102
  0.82355059       0.86645031        1.4402819        1.3754298
  0.81689005       0.86827355        1.4360716        1.3765823
  0.81029287       0.87014881        1.4319014        1.3777677
  0.80375931       0.87207603        1.4277714        1.3789859
  0.79728961       0.87405512        1.4236818        1.3802370
  0.79088402       0.87608602        1.4196327        1.3815207
  0.78454278       0.87816865        1.4156242        1.3828372
  0.77826612       0.88030292        1.4116566        1.3841863
  0.77205429       0.88248876        1.4077300        1.3855680
  0.76590751       0.88472609        1.4038445        1.3869823
  0.75982602       0.88701482        1.4000002        1.3884290
  0.75381004       0.88935486        1.3961974        1.3899082
  0.74785981       0.89174613        1.3924362        1.3914198
  0.74197555       0.89418854        1.3887166        1.3929637
  0.73615747       0.89668200        1.3850389        1.3945399
  0.73040580       0.89922641        1.3814031        1.3961482
  0.72472076       0.90182167        1.3778095        1.3977888
  0.71910255       0.90446769        1.3742581        1.3994614
  0.71355140       0.90716437        1.3707491        1.4011660
  0.70806750       0.90991161        1.3672826        1.4029026
  0.70265107       0.91270930        1.3638588        1.4046711
  0.69730231       0.91555733        1.3604777        1.4064714
  0.69202141       0.91845561        1.3571396        1.4083034
  0.68680859       0.92140402        1.3538444        1.4101672
  0.68166403       0.92440246        1.3505925        1.4120625
  0.67658794       0.92745080        1.3473837        1.4139895
  0.67158049       0.93054893        1.3442184        1.4159479
  0.66664188       0.93369674        1.3410966        1.4179376
  0.66177230       0.93689411        1.3380185        1.4199588
  0.65697192       0.94014091        1.3349841        1.4220111
  0.65224093       0.94343704        1.3319935        1.4240947
  0.64757952       0.94678235        1.3290469        1.4262093
  0.64298784       0.95017673        1.3261444        1.4283550
  0.63846608       0.95362004        1.3232861        1.4305316
  0.63401440       0.95711216        1.3204721        1.4327390
  0.62963298       0.96065296        1.3177026        1.4349772
  0.62532198       0.96424231        1.3149775        1.4372461
  0.62108155       0.96788006        1.3122970        1.4395456
  0.61691187       0.97156608        1.3096613        1.4418756
  0.61281308       0.97530024        1.3070704        1.4442361
  0.60878535       0.97908238        1.3045243        1.4466268
  0.60482882       0.98291238        1.3020233        1.4490479
  0.60094364       0.98679008        1.2995674        1.4514990
  0.59712996       0.99071534        1.2971567        1.4539803
  0.59338792       0.99468801        1.2947913        1.4564915
  0.58971766       0.99870794        1.2924713        1.4590326
  0.58611933        1.0027750        1.2901967        1.4616034
  0.58259305        1.0068890        1.2879676        1.4642040
  0.57913896        1.0110498        1.2857842        1.4668341
  0.57575719        1.0152572        1.2836466        1.4694937
  0.57244787        1.0195112        1.2815547        1.4721827
  0.56921112        1.0238114        1.2795087        1.4749010
  0.56604706        1.0281579        1.2775086        1.4776485
  0.56295581        1.0325503        1.2755545        1.4804250
  0.55993749        1.0369886        1.2736466        1.4832305
  0.55699222        1.0414725        1.2717848        1.4860649
  0.55412010        1.0460019        1.2699693        1.4889281
  0.55132123        1.0505767        1.2682001        1.4918199
  0.54859574        1.0551966        1.2664772        1.4947402
  0.54594371        1.0598615        1.2648008        1.4976890
  0.54336526        1.0645713        1.2631710        1.5006661
  0.54086047        1.0693256        1.2615876        1.5036714
  0.53842944        1.0741244        1.2600509        1.5067049
  0.53607226        1.0789675        1.2585609        1.5097663
  0.53378903        1.0838546        1.2571176        1.5128555
  0.53157982        1.0887857        1.2557211        1.5159726
  0.52944472        1.0937605        1.2543715        1.5191172
  0.52738381        1.0987788        1.2530687        1.5222894
  0.52539716        1.1038404        1.2518130        1.5254890
  0.52348486        1.1089452        1.2506041        1.5287158
  0.52164698        1.1140930        1.2494424        1.5319698
  0.51988358        1.1192836        1.2483277        1.5352509
  0.51819473        1.1245167        1.2472601        1.5385588
  0.51658049        1.1297921        1.2462398        1.5418936
  0.51504093        1.1351098        1.2452666        1.5452550
  0.51357610        1.1404694        1.2443406        1.5486429
  0.51218606        1.1458708        1.2434619        1.5520572
  0.51087086        1.1513138        1.2426306        1.5554979
  0.50963055        1.1567981        1.2418465        1.5589646
  0.50846517        1.1623236        1.2411099        1.5624574
  0.50737478        1.1678901        1.2404206        1.5659761
  0.50635940        1.1734973        1.2397788        1.5695205
  0.50541909        1.1791450        1.2391844        1.5730905
  0.50455387        1.1848330        1.2386375        1.5766860
  0.50376377        1.1905612        1.2381380        1.5803069
  0.50304884        1.1963292        1.2376861        1.5839530
  0.50240909        1.2021369        1.2372817        1.5876242
  0.50184454        1.2079840        1.2369249        1.5913203
  0.50135523        1.2138704        1.2366156        1.5950412
  0.50094116        1.2197958        1.2363538        1.5987867
  0.50060236        1.2257600        1.2361396        1.6025568
  0.50033884        1.2317627        1.2359731        1.6063513
  0.50015060        1.2378038        1.2358541        1.6101699
  0.50003765        1.2438829        1.2357827        1.6140127
  0.50000000        1.2500000        1.2357589        1.6178794
  0.50003765        1.2561547        1.2357827        1.6217700
  0.50015060        1.2623468        1.2358541        1.6256841
  0.50033884        1.2685761        1.2359731        1.6296218
  0.50060236        1.2748424        1.2361396        1.6335828
  0.50094116        1.2811454        1.2363538        1.6375671
  0.50135523        1.2874848        1.2366156        1.6415744
  0.50184454        1.2938605        1.2369249        1.6456046
  0.50240909        1.3002722        1.2372817        1.6496575
  0.50304884        1.3067197        1.2376861        1.6537331
  0.50376377        1.3132026        1.2381380        1.6578311
  0.50455387        1.3197209        1.2386375        1.6619514
  0.50541909        1.3262741        1.2391844        1.6660939
  0.50635940        1.3328621        1.2397788        1.6702583
  0.50737478        1.3394847        1.2404206        1.6744446
  0.50846517        1.3461415        1.2411099        1.6786525
  0.50963055        1.3528324        1.2418465        1.6828819
  0.51087086        1.3595571        1.2426306        1.6871327
  0.51218606        1.3663152        1.2434619        1.6914047
  0.51357610        1.3731067        1.2443406        1.6956977
  0.51504093        1.3799311        1.2452666        1.7000116
  0.51658049        1.3867884        1.2462398        1.7043462
  0.51819473        1.3936781        1.2472601        1.7087013
  0.51988358        1.4006000        1.2483277        1.7130768
  0.52164698        1.4075540        1.2494424        1.7174725
  0.52348486        1.4145396        1.2506041        1.7218883
  0.52539716        1.4215567        1.2518130        1.7263240
  0.52738381        1.4286050        1.2530687        1.7307793
  0.52944472        1.4356842        1.2543715        1.7352543
  0.53157982        1.4427941        1.2557211        1.7397486
  0.53378903        1.4499344        1.2571176        1.7442621
  0.53607226        1.4571048        1.2585609        1.7487946
  0.53842944        1.4643050        1.2600509        1.7533461
  0.54086047        1.4715349        1.2615876        1.7579162
  0.54336526        1.4787940        1.2631710        1.7625048
  0.54594371        1.4860822        1.2648008        1.7671118
  0.54859574        1.4933991        1.2664772        1.7717370
  0.55132123        1.5007445        1.2682001        1.7763802
  0.55412010        1.5081182        1.2699693        1.7810412
  0.55699222        1.5155197        1.2717848        1.7857199
  0.55993749        1.5229489        1.2736466        1.7904161
  0.56295581        1.5304055        1.2755545        1.7951295
  0.56604706        1.5378892        1.2775086        1.7998601
  0.56921112        1.5453997        1.2795087        1.8046076
  0.57244787        1.5529367        1.2815547        1.8093720
  0.57575719        1.5605000        1.2836466        1.8141528
  0.57913896        1.5680892        1.2857842        1.8189501
  0.58259305        1.5757041        1.2879676        1.8237637
  0.58611933        1.5833443        1.2901967        1.8285933
  0.58971766        1.5910097        1.2924713        1.8334387
  0.59338792        1.5986999        1.2947913        1.8382998
  0.59712996        1.6064146        1.2971567        1.8431764
  0.60094364        1.6141536        1.2995674        1.8480684
  0.60482882        1.6219164        1.3020233        1.8529755
  0.60878535        1.6297030        1.3045243        1.8578975
  0.61281308        1.6375128        1.3070704        1.8628343
  0.61691187        1.6453458        1.3096613        1.8677856
  0.62108155        1.6532015        1.3122970        1.8727514
  0.62532198        1.6610797        1.3149775        1.8777314
  0.62963298        1.6689800        1.3177026        1.8827253
  0.63401440        1.6769022        1.3204721        1.8877331
  0.63846608        1.6848460        1.3232861        1.8927546
  0.64298784        1.6928111        1.3261444        1.8977894
  0.64757952        1.7007972        1.3290469        1.9028376
  0.65224093        1.7088039        1.3319935        1.9078988
  0.65697192        1.7168310        1.3349841        1.9129729
  0.66177230        1.7248782        1.3380185        1.9180597
  0.66664188        1.7329451        1.3410966        1.9231590
  0.67158049        1.7410316        1.3442184        1.9282706
  0.67658794        1.7491371        1.3473837        1.9333943
  0.68166403        1.7572616        1.3505925        1.9385299
  0.68680859        1.7654046        1.3538444        1.9436773
  0.69202141        1.7735658        1.3571396        1.9488361
  0.69730231        1.7817450        1.3604777        1.9540064
  0.70265107        1.7899418        1.3638588        1.9591877
  0.70806750        1.7981559        1.3672826        1.9643801
  0.71355140        1.8063870        1.3707491        1.9695831
  0.71910255        1.8146349        1.3742581        1.9747967
  0.72472076        1.8228991        1.3778095        1.9800207
  0.73040580        1.8311794        1.3814031        1.9852549
  0.73615747        1.8394755        1.3850389        1.9904990
  0.74197555        1.8477870        1.3887166        1.9957529
  0.74785981        1.8561137        1.3924362        2.0010164
  0.75381004        1.8644552        1.3961974        2.0062892
  0.75982602        1.8728112        1.4000002        2.0115712
  0.76590751        1.8811814        1.4038445        2.0168622
  0.77205429        1.8895655        1.4077300        2.0221620
  0.77826612        1.8979632        1.4116566        2.0274703
  0.78454278        1.9063741        1.4156242        2.0327870
  0.79088402        1.9147980        1.4196327        2.0381119
  0.79728961        1.9232345        1.4236818        2.0434448
  0.80375931        1.9316833        1.4277714        2.0487855
  0.81029287        1.9401441        1.4319014        2.0541337
  0.81689005        1.9486165        1.4360716        2.0594893
  0.82355059        1.9571003        1.4402819        2.0648521
  0.83027425        1.9655951        1.4445320        2.0702218
  0.83706078        1.9741006        1.4488219        2.0755983
  0.84390991        1.9826165        1.4531514        2.0809814
  0.85082139        1.9911425        1.4575203        2.0863709
  0.85779497        1.9996782        1.4619284        2.0917665
  0.86483037        2.0082234        1.4663757        2.0971680
  0.87192734        2.0167776        1.4708618        2.1025753
  0.87908560        2.0253407        1.4753867        2.1079882
  0.88630489        2.0339121        1.4799501        2.1134064
  0.89358494        2.0424918        1.4845520        2.1188298
  0.90092546        2.0510792        1.4891921        2.1242581
  0.90832619        2.0596741        1.4938703        2.1296911
  0.91578685        2.0682762        1.4985863        2.1351287
  0.92330714        2.0768852        1.5033400        2.1405706
  0.93088681        2.0855006        1.5081313        2.1460166
  0.93852554        2.0941223        1.5129599        2.1514665
  0.94622307        2.1027498        1.5178257        2.1569201
  0.95397909        2.1113828        1.5227284        2.1623772
  0.96179332        2.1200211        1.5276679        2.1678377
  0.96966547        2.1286643        1.5326441        2.1733012
  0.97759523        2.1373120        1.5376566        2.1787676
  0.98558231        2.1459640        1.5427054        2.1842367
  0.99362640        2.1546199        1.5477903        2.1897083
  1.0017272        2.1632794        1.5529110        2.1951821
  1.0098844        2.1719421        1.5580673        2.2006580
  1.0180977        2.1806078        1.5632591        2.2061358
  1.0263669        2.1892761        1.5684862        2.2116152
  1.0346915        2.1979467        1.5737483        2.2170961
  1.0430712        2.2066193        1.5790454        2.2225782
  1.0515058        2.2152935        1.5843771        2.2280613
  1.0599950        2.2239690        1.5897432        2.2335452
  1.0685383        2.2326454        1.5951437        2.2390298
  1.0771356        2.2413225        1.6005782        2.2445148
  1.0857864        2.2500000        1.6060465        2.2500000
  1.0944905        2.2586775        1.6115486        2.2554852
  1.1032475        2.2673546        1.6170840        2.2609702
  1.1120571        2.2760310        1.6226527        2.2664548
  1.1209189        2.2847065        1.6282545        2.2719387
  1.1298327        2.2933807        1.6338891        2.2774218
  1.1387980        2.3020533        1.6395562        2.2829039
  1.1478146        2.3107239        1.6452558        2.2883848
  1.1568821        2.3193922        1.6509876        2.2938642
  1.1660002        2.3280579        1.6567513        2.2993420
  1.1751684        2.3367206        1.6625467        2.3048179
  1.1843866        2.3453801        1.6683737        2.3102917
  1.1936543        2.3540360        1.6742320        2.3157633
  1.2029712        2.3626880        1.6801214        2.3212324
  1.2123369        2.3713357        1.6860417        2.3266988
  1.2217511        2.3799789        1.6919926        2.3321623
  1.2312134        2.3886172        1.6979739        2.3376228
  1.2407235        2.3972502        1.7039854        2.3430799
  1.2502810        2.4058777        1.7100269        2.3485335
  1.2598856        2.4144994        1.7160982        2.3539834
  1.2695368        2.4231148        1.7221989        2.3594294
  1.2792344        2.4317238        1.7283290        2.3648713
  1.2889779        2.4403259        1.7344880        2.3703089
  1.2987670        2.4489208        1.7406760        2.3757419
  1.3086014        2.4575082        1.7468924        2.3811702
  1.3184806        2.4660879        1.7531373        2.3865936
  1.3284043        2.4746593        1.7594103        2.3920118
  1.3383721        2.4832224        1.7657111        2.3974247
  1.3483836        2.4917766        1.7720396        2.4028320
  1.3584385        2.5003218        1.7783955        2.4082335
  1.3685364        2.5088575        1.7847786        2.4136291
  1.3786768        2.5173835        1.7911886        2.4190186
  1.3888595        2.5258994        1.7976253        2.4244017
  1.3990841        2.5344049        1.8040884        2.4297782
  1.4093500        2.5428997        1.8105777        2.4351479
  1.4196571        2.5513835        1.8170930        2.4405107
  1.4300048        2.5598559        1.8236340        2.4458663
  1.4403928        2.5683167        1.8302005        2.4512145
  1.4508206        2.5767655        1.8367922        2.4565552
  1.4612880        2.5852020        1.8434088        2.4618881
  1.4717945        2.5936259        1.8500502        2.4672130
  1.4823397        2.6020368        1.8567160        2.4725297
  1.4929232        2.6104345        1.8634061        2.4778380
  1.5035447        2.6188186        1.8701201        2.4831378
  1.5142036        2.6271888        1.8768578        2.4884288
  1.5248997        2.6355448        1.8836190        2.4937108
  1.5356325        2.6438863        1.8904034        2.4989836
  1.5464015        2.6522130        1.8972108        2.5042471
  1.5572065        2.6605245        1.9040409        2.5095010
  1.5680470        2.6688206        1.9108934        2.5147451
  1.5789226        2.6771009        1.9177680        2.5199793
  1.5898328        2.6853651        1.9246646        2.5252033
  1.6007773        2.6936130        1.9315829        2.5304169
  1.6117557        2.7018441        1.9385225        2.5356199
  1.6227675        2.7100582        1.9454833        2.5408123
  1.6338124        2.7182550        1.9524650        2.5459936
  1.6448898        2.7264342        1.9594673        2.5511639
  1.6559995        2.7345954        1.9664899        2.5563227
  1.6671409        2.7427384        1.9735326        2.5614701
  1.6783137        2.7508629        1.9805952        2.5666057
  1.6895174        2.7589684        1.9876773        2.5717294
  1.7007516        2.7670549        1.9947787        2.5768410
  1.7120159        2.7751218        2.0018991        2.5819403
  1.7233099        2.7831690        2.0090382        2.5870271
  1.7346331        2.7911961        2.0161959        2.5921012
  1.7459852        2.7992028        2.0233717        2.5971624
  1.7573656        2.8071889        2.0305655        2.6022106
  1.7687740        2.8151540        2.0377770        2.6072454
  1.7802099        2.8230978        2.0450059        2.6122669
  1.7916729        2.8310200        2.0522519        2.6172747
  1.8031626        2.8389203        2.0595148        2.6222686
  1.8146786        2.8467985        2.0667942        2.6272486
  1.8262203        2.8546542        2.0740900        2.6322144
  1.8377874        2.8624872        2.0814018        2.6371657
  1.8493794        2.8702970        2.0887294        2.6421025
  1.8609959        2.8780836        2.0960724        2.6470245
  1.8726365        2.8858464        2.1034306        2.6519316
  1.8843007        2.8935854        2.1108038        2.6568236
  1.8959881        2.9013001        2.1181917        2.6617002
  1.9076982        2.9089903        2.1255939        2.6665613
  1.9194306        2.9166557        2.1330102        2.6714067
  1.9311849        2.9242959        2.1404403        2.6762363
  1.9429606        2.9319108        2.1478840        2.6810499
  1.9547573        2.9395000        2.1553409        2.6858472
  1.9665745        2.9470633        2.1628108        2.6906280
  1.9784118        2.9546003        2.1702934        2.6953924
  1.9902687        2.9621108        2.1777884        2.7001399
  2.0021448        2.9695945        2.1852955        2.7048705
  2.0140396        2.9770511        2.1928145        2.7095839
  2.0259528        2.9844803        2.2003450        2.7142801
  2.0378838        2.9918818        2.2078868        2.7189588
  2.0498322        2.9992555        2.2154397        2.7236198
  2.0617975        3.0066009        2.2230032        2.7282630
  2.0737794        3.0139178        2.2305772        2.7328882
  2.0857772        3.0212060        2.2381613        2.7374952
  2.0977907        3.0284651        2.2457553        2.7420838
  2.1098194        3.0356950        2.2533588        2.7466539
  2.1218627        3.0428952        2.2609716        2.7512054
  2.1339202        3.0500656        2.2685934        2.7557379
  2.1459916        3.0572059        2.2762240        2.7602514
  2.1580762        3.0643158        2.2838630        2.7647457
  2.1701738        3.0713950        2.2915101        2.7692207
  2.1822837        3.0784433        2.2991650        2.7736760
  2.1944056        3.0854604        2.3068275        2.7781117
  2.2065391        3.0924460        2.3144973        2.7825275
  2.2186835        3.0994000        2.3221741        2.7869232
  2.2308386        3.1063219        2.3298575        2.7912987
  2.2430038        3.1132116        2.3375474        2.7956538
  2.2551786        3.1200689        2.3452434        2.7999884
  2.2673627        3.1268933        2.3529452        2.8043023
  2.2795556        3.1336848        2.3606526        2.8085953
  2.2917567        3.1404429        2.3683651        2.8128673
  2.3039657        3.1471676        2.3760827        2.8171181
  2.3161821        3.1538585        2.3838049        2.8213475
  2.3284054        3.1605153        2.3915315        2.8255554
  2.3406351        3.1671379        2.3992622        2.8297417
  2.3528709        3.1737259        2.4069967        2.8339061
  2.3651122        3.1802791        2.4147346        2.8380486
  2.3773585        3.1867974        2.4224758        2.8421689
  2.3896095        3.1932803        2.4302199        2.8462669
  2.4018647        3.1997278        2.4379666        2.8503425
  2.4141235        3.2061395        2.4457157        2.8543954
  2.4263856        3.2125152        2.4534668        2.8584256
  2.4386504        3.2188546        2.4612197        2.8624329
  2.4509175        3.2251576        2.4689740        2.8664172
  2.4631865        3.2314239        2.4767295        2.8703782
  2.4754569        3.2376532        2.4844858        2.8743159
  2.4877282        3.2438453        2.4922428        2.8782300
  2.5000000        3.2500000        2.5000000        2.8821206
