# data from ifeffit
#------------------------
#   r         chir_mag     chir_re     chir_mag      chir_re      rw        resid
  8.2221370       0.14250077      -0.67552566E-01   0.15573638E-02   0.78803348E-03    0.0000000       -2.0000000
  8.2528166       0.14828067      -0.11060016       0.17540348E-02   0.38029245E-03    0.0000000       -2.0000000
  8.2834963       0.15287031      -0.14265847       0.19029662E-02  -0.20228196E-03    0.0000000       -2.0000000
  8.3141759       0.15611950      -0.15611755       0.19981657E-02  -0.85362605E-03    0.0000000       -2.0000000
  8.3448555       0.15813142      -0.14634488       0.20354329E-02  -0.14377121E-02    0.0000000       -2.0000000
  8.3755351       0.15910558      -0.11257384       0.20122532E-02  -0.18233875E-02    0.0000000       -2.0000000
  8.4062147       0.15920111      -0.58114199E-01   0.19280078E-02  -0.19216683E-02    0.0000000       -2.0000000
  8.4368943       0.15847878       0.93543596E-02   0.17845196E-02  -0.17154050E-02    0.0000000       -2.0000000
  8.4675739       0.15694955       0.77507752E-01   0.15867675E-02  -0.12701197E-02    0.0000000       -2.0000000
  8.4982536       0.15470403       0.13035862       0.13434665E-02  -0.71763250E-03    0.0000000       -2.0000000
  8.5289332       0.15205042       0.15183785       0.10671831E-02  -0.21340991E-03    0.0000000       -2.0000000
  8.5596128       0.14956819       0.13181019       0.77374000E-03   0.11800254E-03    0.0000000       -2.0000000
  8.5902924       0.14800183       0.72061641E-01   0.48084378E-03   0.22558857E-03    0.0000000       -2.0000000
  8.6209720       0.14798669      -0.11463195E-01   0.20633714E-03   0.14150222E-03    0.0000000       -2.0000000
  8.6516516       0.14972263      -0.92706672E-01   0.48437648E-04  -0.46716268E-04    0.0000000       -2.0000000
  8.6823313       0.15280532      -0.14500172       0.24516803E-03  -0.24461131E-03    0.0000000       -2.0000000
  8.7130109       0.15634737      -0.15172866       0.40926713E-03  -0.39152672E-03    0.0000000       -2.0000000
  8.7436905       0.15931302      -0.11267620       0.54435551E-03  -0.47169777E-03    0.0000000       -2.0000000
  8.7743701       0.16087327      -0.42877406E-01   0.66693599E-03  -0.49471202E-03    0.0000000       -2.0000000
  8.8050497       0.16063938       0.35025257E-01   0.79356335E-03  -0.46486430E-03    0.0000000       -2.0000000
  8.8357293       0.15872714       0.10029659       0.93225659E-03  -0.36461968E-03    0.0000000       -2.0000000
  8.8664090       0.15565651       0.14044824       0.10789545E-02  -0.16476006E-03    0.0000000       -2.0000000
  8.8970886       0.15211584       0.15207433       0.12207087E-02   0.14715354E-03    0.0000000       -2.0000000
  8.9277682       0.14865734       0.13766904       0.13416437E-02   0.54201891E-03    0.0000000       -2.0000000
  8.9584478       0.14544182       0.10204820       0.14278862E-02   0.94719957E-03    0.0000000       -2.0000000
  8.9891274       0.14215918       0.51126293E-01   0.14703611E-02   0.12702434E-02    0.0000000       -2.0000000
  9.0198070       0.13816505      -0.70512683E-02   0.14656999E-02   0.14344582E-02    0.0000000       -2.0000000
  9.0504866       0.13274665      -0.61481088E-01   0.14157409E-02   0.14065457E-02    0.0000000       -2.0000000
  9.0811663       0.12537960      -0.99980783E-01   0.13261024E-02   0.12037746E-02    0.0000000       -2.0000000
  9.1118459       0.11588534      -0.11361278       0.12043397E-02   0.88156535E-03    0.0000000       -2.0000000
  9.1425255       0.10447501      -0.10113197       0.10582334E-02   0.51198956E-03    0.0000000       -2.0000000
  9.1732051       0.91713724E-01  -0.70131000E-01   0.89468362E-03   0.16445831E-03    0.0000000       -2.0000000
  9.2038847       0.78457815E-01  -0.33503418E-01   0.71951574E-03  -0.10599602E-03    0.0000000       -2.0000000
  9.2345643       0.65820306E-01  -0.30419271E-02   0.53837340E-03  -0.26383044E-03    0.0000000       -2.0000000
  9.2652440       0.55192741E-01   0.15955323E-01   0.35967441E-03  -0.29487975E-03    0.0000000       -2.0000000
  9.2959236       0.48198853E-01   0.25820679E-01   0.20833738E-03  -0.20678650E-03    0.0000000       -2.0000000
  9.3266032       0.46126239E-01   0.32988893E-01   0.18242449E-03  -0.27205352E-04    0.0000000       -2.0000000
  9.3572828       0.48832666E-01   0.42413666E-01   0.30670605E-03   0.20160322E-03    0.0000000       -2.0000000
  9.3879624       0.54725651E-01   0.53653390E-01   0.46396484E-03   0.43155494E-03    0.0000000       -2.0000000
  9.4186420       0.61998043E-01   0.60960894E-01   0.61864200E-03   0.61854654E-03    0.0000000       -2.0000000
  9.4493217       0.69332186E-01   0.56978663E-01   0.76249628E-03   0.73014147E-03    0.0000000       -2.0000000
  9.4800013       0.75883912E-01   0.37498782E-01   0.89332326E-03   0.74900741E-03    0.0000000       -2.0000000
  9.5106809       0.81123546E-01   0.44658666E-02   0.10113119E-02   0.67195967E-03    0.0000000       -2.0000000
  9.5413605       0.84728917E-01  -0.34183838E-01   0.11178003E-02   0.50623578E-03    0.0000000       -2.0000000
  9.5720401       0.86524714E-01  -0.67374457E-01   0.12144074E-02   0.26540725E-03    0.0000000       -2.0000000
  9.6027197       0.86446362E-01  -0.84844636E-01   0.13023069E-02  -0.33093880E-04    0.0000000       -2.0000000
  9.6333993       0.84525931E-01  -0.80633777E-01   0.13817559E-02  -0.36825170E-03    0.0000000       -2.0000000
  9.6640790       0.80911683E-01  -0.55175678E-01   0.14520296E-02  -0.71463190E-03    0.0000000       -2.0000000
  9.6947586       0.75936342E-01  -0.15627569E-01   0.15117759E-02  -0.10424472E-02    0.0000000       -2.0000000
  9.7254382       0.70241282E-01   0.25723346E-01   0.15596093E-02  -0.13199617E-02    0.0000000       -2.0000000
  9.7561178       0.64928779E-01   0.54930918E-01   0.15946271E-02  -0.15178767E-02    0.0000000       -2.0000000
  9.7867974       0.61593599E-01   0.61102878E-01   0.16165482E-02  -0.16137178E-02    0.0000000       -2.0000000
  9.8174770       0.61881948E-01   0.40840290E-01   0.16253591E-02  -0.15943090E-02    0.0000000       -2.0000000
  9.8481567       0.66494504E-01   0.38559600E-03   0.16206339E-02  -0.14562765E-02    0.0000000       -2.0000000
  9.8788363       0.74644346E-01  -0.45976809E-01   0.16009373E-02  -0.12064683E-02    0.0000000       -2.0000000
  9.9095159       0.84685843E-01  -0.81073070E-01   0.15637529E-02  -0.86401477E-03    0.0000000       -2.0000000
  9.9401955       0.94977078E-01  -0.91461696E-01   0.15061463E-02  -0.46305955E-03    0.0000000       -2.0000000
  9.9708751       0.10426475      -0.72519526E-01   0.14259938E-02  -0.52213418E-04    0.0000000       -2.0000000
