# data from ifeffit
#------------------------
#   r         chir_mag         chir_mag       chir_mag
  14.756895       0.59000757E-01   0.27964967E-01   0.22185520
  14.787575       0.55540132E-01   0.33082065E-01   0.23113880
  14.818254       0.52957546E-01   0.37918755E-01   0.23249050
  14.848934       0.51549705E-01   0.42106999E-01   0.22639826
  14.879614       0.51021511E-01   0.45338695E-01   0.21389237
  14.910293       0.50628065E-01   0.47353457E-01   0.19639897
  14.940973       0.49566030E-01   0.47953500E-01   0.17555606
  14.971652       0.47345837E-01   0.47029236E-01   0.15301353
  15.002332       0.44031115E-01   0.44582954E-01   0.13024006
  15.033012       0.40369060E-01   0.40741722E-01   0.10836243
  15.063691       0.37743900E-01   0.35754505E-01   0.88069245E-01
  15.094371       0.37602285E-01   0.29972330E-01   0.69619042E-01
  15.125051       0.40296516E-01   0.23813617E-01   0.52997442E-01
  15.155730       0.44677664E-01   0.17719536E-01   0.38294119E-01
  15.186410       0.49018014E-01   0.12106299E-01   0.26568053E-01
  15.217089       0.51866777E-01   0.73241147E-02   0.21525892E-01
  15.247769       0.52299190E-01   0.36466837E-02   0.26269044E-01
  15.278449       0.49904869E-01   0.14618775E-02   0.36239513E-01
  15.309128       0.44723053E-01   0.15127342E-02   0.47049900E-01
  15.339808       0.37163503E-01   0.20341864E-02   0.56808677E-01
  15.370487       0.27920208E-01   0.22435469E-02   0.64586172E-01
  15.401167       0.17927044E-01   0.24294653E-02   0.69893459E-01
  15.431847       0.88118131E-02   0.28609261E-02   0.72580286E-01
  15.462526       0.74611826E-02   0.35556727E-02   0.72826940E-01
  15.493206       0.14679737E-01   0.44787765E-02   0.71142972E-01
  15.523886       0.22344661E-01   0.57059938E-02   0.68337813E-01
  15.554565       0.29282072E-01   0.73436193E-02   0.65426212E-01
  15.585245       0.35489647E-01   0.93866655E-02   0.63421541E-01
  15.615924       0.41081358E-01   0.11676556E-01   0.63020864E-01
  15.646604       0.46048433E-01   0.13950651E-01   0.64341888E-01
  15.677284       0.50194058E-01   0.15913964E-01   0.66941126E-01
  15.707963       0.53190799E-01   0.17303832E-01   0.70099307E-01
  15.738643       0.54709517E-01   0.17945241E-01   0.73118300E-01
  15.769322       0.54562060E-01   0.17797989E-01   0.75461817E-01
  15.800002       0.52819490E-01   0.16994998E-01   0.76756712E-01
  15.830682       0.49887586E-01   0.15863712E-01   0.76734617E-01
  15.861361       0.46520517E-01   0.14892989E-01   0.75176429E-01
  15.892041       0.43717538E-01   0.14558251E-01   0.71891801E-01
  15.922721       0.42409242E-01   0.15005139E-01   0.66740047E-01
  15.953400       0.42983717E-01   0.15910022E-01   0.59682101E-01
  15.984080       0.45064678E-01   0.16716502E-01   0.50852665E-01
  16.014759       0.47827373E-01   0.16930365E-01   0.40673215E-01
  16.045439       0.50484581E-01   0.16251825E-01   0.30156757E-01
  16.076119       0.52540568E-01   0.14605695E-01   0.22008484E-01
  16.106798       0.53806764E-01   0.12153979E-01   0.21963334E-01
  16.137478       0.54304259E-01   0.93539238E-02   0.31102218E-01
  16.168158       0.54136855E-01   0.71547381E-02   0.44337901E-01
  16.198837       0.53386399E-01   0.69217882E-02   0.58954112E-01
  16.229517       0.52068105E-01   0.85852006E-02   0.73966621E-01
  16.260196       0.50159826E-01   0.10664523E-01   0.88876839E-01
  16.290876       0.47685615E-01   0.12218125E-01   0.10326038
  16.321556       0.44809857E-01   0.12901272E-01   0.11661962
  16.352235       0.41890805E-01   0.12742433E-01   0.12834445
  16.382915       0.39439129E-01   0.12092675E-01   0.13774371
  16.413594       0.37936489E-01   0.11590448E-01   0.14412695
  16.444274       0.37560550E-01   0.11903539E-01   0.14691451
  16.474954       0.38029311E-01   0.13190759E-01   0.14575088
  16.505633       0.38738075E-01   0.14962484E-01   0.14059677
  16.536313       0.39060511E-01   0.16531352E-01   0.13177894
  16.566993       0.38583012E-01   0.17350276E-01   0.11998308
  16.597672       0.37202371E-01   0.17089878E-01   0.10618366
  16.628352       0.35122183E-01   0.15630084E-01   0.91513862E-01
  16.659031       0.32774487E-01   0.13036324E-01   0.77088339E-01
  16.689711       0.30661443E-01   0.95294423E-02   0.63803566E-01
  16.720391       0.29126671E-01   0.54604861E-02   0.52162318E-01
  16.751070       0.28163424E-01   0.15857060E-02   0.42199807E-01
  16.781750       0.27428746E-01   0.34831536E-02   0.33592047E-01
  16.812429       0.26469564E-01   0.70636926E-02   0.25953871E-01
  16.843109       0.24972645E-01   0.99925107E-02   0.19268974E-01
  16.873789       0.22903353E-01   0.12065570E-01   0.14525669E-01
  16.904468       0.20531394E-01   0.13256881E-01   0.14017712E-01
  16.935148       0.18363222E-01   0.13655062E-01   0.18105998E-01
  16.965828       0.16943183E-01   0.13426214E-01   0.24322895E-01
  16.996507       0.16521647E-01   0.12772619E-01   0.31003169E-01
  17.027187       0.16886170E-01   0.11898820E-01   0.37496228E-01
  17.057866       0.17645304E-01   0.11003437E-01   0.43663841E-01
  17.088546       0.18634154E-01   0.10303724E-01   0.49685695E-01
  17.119226       0.20032560E-01   0.10056270E-01   0.55896599E-01
  17.149905       0.22156647E-01   0.10486296E-01   0.62540258E-01
  17.180585       0.25107157E-01   0.11623216E-01   0.69514670E-01
  17.211264       0.28591399E-01   0.13239788E-01   0.76272196E-01
  17.241944       0.32037717E-01   0.14968535E-01   0.81951028E-01
  17.272624       0.34820530E-01   0.16433258E-01   0.85670521E-01
  17.303303       0.36444462E-01   0.17317826E-01   0.86872409E-01
  17.333983       0.36674736E-01   0.17398303E-01   0.85614927E-01
  17.364663       0.35642152E-01   0.16560366E-01   0.82737561E-01
  17.395342       0.33932355E-01   0.14805807E-01   0.79762890E-01
  17.426022       0.32596197E-01   0.12247034E-01   0.78344980E-01
  17.456701       0.32857214E-01   0.90905166E-02   0.79322630E-01
  17.487381       0.35373451E-01   0.56183718E-02   0.82121299E-01
  17.518061       0.39724860E-01   0.22642739E-02   0.85207327E-01
  17.548740       0.44807711E-01   0.19395447E-02   0.87106552E-01
  17.579420       0.49485552E-01   0.46001071E-02   0.87130465E-01
  17.610099       0.52887458E-01   0.68967431E-02   0.85574814E-01
  17.640779       0.54455558E-01   0.85777776E-02   0.83463008E-01
  17.671459       0.53919066E-01   0.96397692E-02   0.81895977E-01
  17.702138       0.51254897E-01   0.10165807E-01   0.81250401E-01
  17.732818       0.46647159E-01   0.10285476E-01   0.80795354E-01
  17.763498       0.40452508E-01   0.10140647E-01   0.79071955E-01
  17.794177       0.33186861E-01   0.98587485E-02   0.74653780E-01
  17.824857       0.25574618E-01   0.95419227E-02   0.66737207E-01
  17.855536       0.18775987E-01   0.92726689E-02   0.55419959E-01
  17.886216       0.14872265E-01   0.91220226E-02   0.41867316E-01
  17.916896       0.15798085E-01   0.91400681E-02   0.28952167E-01
  17.947575       0.19954390E-01   0.93257631E-02   0.23282462E-01
  17.978255       0.24690127E-01   0.96033399E-02   0.29676796E-01
  18.008934       0.28695705E-01   0.98350320E-02   0.41081225E-01
  18.039614       0.31485326E-01   0.98665229E-02   0.51911780E-01
  18.070294       0.32988187E-01   0.95807856E-02   0.60257830E-01
  18.100973       0.33411565E-01   0.89470728E-02   0.65534678E-01
  18.131653       0.33164315E-01   0.80689805E-02   0.67705138E-01
  18.162333       0.32744586E-01   0.72349535E-02   0.66998682E-01
  18.193012       0.32558951E-01   0.69032974E-02   0.63781418E-01
  18.223692       0.32728749E-01   0.74149346E-02   0.58505839E-01
  18.254371       0.33018764E-01   0.86189766E-02   0.51707675E-01
  18.285051       0.32952650E-01   0.10048106E-01   0.44014344E-01
  18.315731       0.32017647E-01   0.11271958E-01   0.36129892E-01
  18.346410       0.29831499E-01   0.11996740E-01   0.28767719E-01
  18.377090       0.26232430E-01   0.12054652E-01   0.22507895E-01
  18.407769       0.21318585E-01   0.11387033E-01   0.17582338E-01
  18.438449       0.15502203E-01   0.10031482E-01   0.13718564E-01
  18.469129       0.98314071E-02   0.81083965E-02   0.10320499E-01
  18.499808       0.75429560E-02   0.58079009E-02   0.70839742E-02
  18.530488       0.11227358E-01   0.34017571E-02   0.52469349E-02
  18.561168       0.16739984E-01   0.15727466E-02   0.74857603E-02
  18.591847       0.21813522E-01   0.23204853E-02   0.12079264E-01
  18.622527       0.25775773E-01   0.40078183E-02   0.17007008E-01
  18.653206       0.28408164E-01   0.53905434E-02   0.21438322E-01
  18.683886       0.29723649E-01   0.63009163E-02   0.24923516E-01
  18.714566       0.29892247E-01   0.67327351E-02   0.27243752E-01
  18.745245       0.29179348E-01   0.67415712E-02   0.28398862E-01
  18.775925       0.27876242E-01   0.64084088E-02   0.28605738E-01
  18.806604       0.26229411E-01   0.58101207E-02   0.28278909E-01
  18.837284       0.24390116E-01   0.49987890E-02   0.27966433E-01
  18.867964       0.22411751E-01   0.39993128E-02   0.28206605E-01
  18.898643       0.20310582E-01   0.28352545E-02   0.29322604E-01
  18.929323       0.18182729E-01   0.16334210E-02   0.31290290E-01
  18.960003       0.16350320E-01   0.12686237E-02   0.33802165E-01
  18.990682       0.15443262E-01   0.24893029E-02   0.36451303E-01
  19.021362       0.16137987E-01   0.40727455E-02   0.38884044E-01
  19.052041       0.18527837E-01   0.55883561E-02   0.40876109E-01
  19.082721       0.22014902E-01   0.68542576E-02   0.42362750E-01
  19.113401       0.25818797E-01   0.77433851E-02   0.43454242E-01
  19.144080       0.29284933E-01   0.81752988E-02   0.44446196E-01
  19.174760       0.31932623E-01   0.81232578E-02   0.45811011E-01
  19.205439       0.33452186E-01   0.76172792E-02   0.48135876E-01
  19.236119       0.33714465E-01   0.67398090E-02   0.51979179E-01
  19.266799       0.32793174E-01   0.56142658E-02   0.57683218E-01
  19.297478       0.30992173E-01   0.43885254E-02   0.65250378E-01
  19.328158       0.28861322E-01   0.32165447E-02   0.74344056E-01
  19.358838       0.27146364E-01   0.22408701E-02   0.84366491E-01
  19.389517       0.26560204E-01   0.15701982E-02   0.94543846E-01
  19.420197       0.27372915E-01   0.12239817E-02   0.10399873
  19.450876       0.29200423E-01   0.10857829E-02   0.11182336
  19.481556       0.31275490E-01   0.10277630E-02   0.11716657
  19.512236       0.32850501E-01   0.10323149E-02   0.11933680
  19.542915       0.33410339E-01   0.11293665E-02   0.11791307
  19.573595       0.32739826E-01   0.13096546E-02   0.11285179
  19.604274       0.30959027E-01   0.15479378E-02   0.10457655
  19.634954       0.28580179E-01   0.18583215E-02   0.94040687E-01
  19.665634       0.26566991E-01   0.22869410E-02   0.82745444E-01
  19.696313       0.26184137E-01   0.28567630E-02   0.72643683E-01
  19.726993       0.28290838E-01   0.35307535E-02   0.65716854E-01
  19.757673       0.32631992E-01   0.42220363E-02   0.63029831E-01
  19.788352       0.38196630E-01   0.48232290E-02   0.63928956E-01
  19.819032       0.43950644E-01   0.52320494E-02   0.66577770E-01
  19.849711       0.49115898E-01   0.53695429E-02   0.69227023E-01
  19.880391       0.53175807E-01   0.51919847E-02   0.70846250E-01
  19.911071       0.55840549E-01   0.46975943E-02   0.71055975E-01
  19.941750       0.57026836E-01   0.39317145E-02   0.69823045E-01
  19.972430       0.56849434E-01   0.30053414E-02   0.67182734E-01
  20.003109       0.55612897E-01   0.21860167E-02   0.63097577E-01
  20.033789       0.53787829E-01   0.20802595E-02   0.57480449E-01
  20.064469       0.51948281E-01   0.29487848E-02   0.50334984E-01
  20.095148       0.50645976E-01   0.42667224E-02   0.41932281E-01
  20.125828       0.50231610E-01   0.56967643E-02   0.32984830E-01
  20.156508       0.50709641E-01   0.70881673E-02   0.24886506E-01
  20.187187       0.51740142E-01   0.83377621E-02   0.19998268E-01
  20.217867       0.52794691E-01   0.93535471E-02   0.20313588E-01
  20.248546       0.53356364E-01   0.10054261E-01   0.24264667E-01
  20.279226       0.53069338E-01   0.10382799E-01   0.29004767E-01
  20.309906       0.51821259E-01   0.10325119E-01   0.33154187E-01
  20.340585       0.49778614E-01   0.99291323E-02   0.36433840E-01
  20.371265       0.47386300E-01   0.93175177E-02   0.39078253E-01
  20.401944       0.45310211E-01   0.86823508E-02   0.41507814E-01
  20.432624       0.44267511E-01   0.82367702E-02   0.44112922E-01
  20.463304       0.44727056E-01   0.81079557E-02   0.47097810E-01
  20.493983       0.46641333E-01   0.82389431E-02   0.50389117E-01
  20.524663       0.49456449E-01   0.84159854E-02   0.53627594E-01
  20.555343       0.52372825E-01   0.83917812E-02   0.56245867E-01
  20.586022       0.54606042E-01   0.79816080E-02   0.57610490E-01
  20.616702       0.55524332E-01   0.70983045E-02   0.57192226E-01
  20.647381       0.54696231E-01   0.57530594E-02   0.54727541E-01
  20.678061       0.51903842E-01   0.40441492E-02   0.50340674E-01
  20.708741       0.47150374E-01   0.21563615E-02   0.44604119E-01
  20.739420       0.40675129E-01   0.76474868E-03   0.38513489E-01
  20.770100       0.32997013E-01   0.19718999E-02   0.33307457E-01
  20.800779       0.25058825E-01   0.34226417E-02   0.29986470E-01
  20.831459       0.18668106E-01   0.44733709E-02   0.28633203E-01
  20.862139       0.16802487E-01   0.50254823E-02   0.28350454E-01
  20.892818       0.20252012E-01   0.50738857E-02   0.28090322E-01
  20.923498       0.25903503E-01   0.46817673E-02   0.27341007E-01
  20.954178       0.31377403E-01   0.39658834E-02   0.26186417E-01
  20.984857       0.35754197E-01   0.30806732E-02   0.25006635E-01
  21.015537       0.38857560E-01   0.22108844E-02   0.24079852E-01
  21.046216       0.40926363E-01   0.15965115E-02   0.23334914E-01
  21.076896       0.42423069E-01   0.15111164E-02   0.22451276E-01
  21.107576       0.43823370E-01   0.19165980E-02   0.21190720E-01
  21.138255       0.45392699E-01   0.25630558E-02   0.19678083E-01
  21.168935       0.47054561E-01   0.33451562E-02   0.18471326E-01
  21.199614       0.48433885E-01   0.42207196E-02   0.18297892E-01
  21.230294       0.49031029E-01   0.51311933E-02   0.19452770E-01
  21.260974       0.48410812E-01   0.59980900E-02   0.21496279E-01
  21.291653       0.46332395E-01   0.67457619E-02   0.23667287E-01
  21.322333       0.42808408E-01   0.73243801E-02   0.25340843E-01
  21.353013       0.38108716E-01   0.77236469E-02   0.26153396E-01
  21.383692       0.32726266E-01   0.79735970E-02   0.25962522E-01
  21.414372       0.27316254E-01   0.81310027E-02   0.24789237E-01
  21.445051       0.22603557E-01   0.82539192E-02   0.22795240E-01
  21.475731       0.19218861E-01   0.83745423E-02   0.20307215E-01
  21.506411       0.17440585E-01   0.84859195E-02   0.17868916E-01
  21.537090       0.17063258E-01   0.85513502E-02   0.16218565E-01
  21.567770       0.17688806E-01   0.85296159E-02   0.15951514E-01
  21.598449       0.19099141E-01   0.84005178E-02   0.16956780E-01
  21.629129       0.21244112E-01   0.81787943E-02   0.18464875E-01
  21.659809       0.24000165E-01   0.79113842E-02   0.19657686E-01
  21.690488       0.27043909E-01   0.76576827E-02   0.20009632E-01
  21.721168       0.29921123E-01   0.74584249E-02   0.19317251E-01
  21.751848       0.32190426E-01   0.73086263E-02   0.17643240E-01
  21.782527       0.33543927E-01   0.71531919E-02   0.15256260E-01
  21.813207       0.33880299E-01   0.69085513E-02   0.12597731E-01
  21.843886       0.33329734E-01   0.64944593E-02   0.10322998E-01
  21.874566       0.32224617E-01   0.58590683E-02   0.93673686E-02
  21.905246       0.31001465E-01   0.49920595E-02   0.10470600E-01
  21.935925       0.30034477E-01   0.39297474E-02   0.13380271E-01
  21.966605       0.29466236E-01   0.27633598E-02   0.17428483E-01
  21.997284       0.29167080E-01   0.16962850E-02   0.22144798E-01
  22.027964       0.28887519E-01   0.13000660E-02   0.27179465E-01
  22.058644       0.28508410E-01   0.18904389E-02   0.32171590E-01
  22.089323       0.28242019E-01   0.26858959E-02   0.36709937E-01
  22.120003       0.28663244E-01   0.33141262E-02   0.40350150E-01
  22.150683       0.30447563E-01   0.36768427E-02   0.42660052E-01
  22.181362       0.33885078E-01   0.37607086E-02   0.43278988E-01
  22.212042       0.38633963E-01   0.36005094E-02   0.41982458E-01
  22.242721       0.43943968E-01   0.32642318E-02   0.38745691E-01
  22.273401       0.49001799E-01   0.28371731E-02   0.33806034E-01
  22.304081       0.53136292E-01   0.24004350E-02   0.27744374E-01
  22.334760       0.55903352E-01   0.20068257E-02   0.21656214E-01
  22.365440       0.57115793E-01   0.16718394E-02   0.17457406E-01
  22.396120       0.56844190E-01   0.14098307E-02   0.17269940E-01
  22.426799       0.55391138E-01   0.13172585E-02   0.20572732E-01
  22.457479       0.53232588E-01   0.15583168E-02   0.24874917E-01
  22.488158       0.50917854E-01   0.21324402E-02   0.28507895E-01
  22.518838       0.48930219E-01   0.28919063E-02   0.30752712E-01
  22.549518       0.47544445E-01   0.36994807E-02   0.31405751E-01
  22.580197       0.46758076E-01   0.44506890E-02   0.30544146E-01
  22.610877       0.46355346E-01   0.50674921E-02   0.28392397E-01
  22.641556       0.46071136E-01   0.54978203E-02   0.25235114E-01
  22.672236       0.45757992E-01   0.57160705E-02   0.21374271E-01
  22.702916       0.45480920E-01   0.57216828E-02   0.17145647E-01
  22.733595       0.45509731E-01   0.55364164E-02   0.13018919E-01
  22.764275       0.46201271E-01   0.52027948E-02   0.98190146E-02
  22.794955       0.47800689E-01   0.47861724E-02   0.87551112E-02
  22.825634       0.50264147E-01   0.43792872E-02   0.99685317E-02
  22.856314       0.53222231E-01   0.40972552E-02   0.11973066E-01
  22.886993       0.56092553E-01   0.40376740E-02   0.13587624E-01
  22.917673       0.58244092E-01   0.42097887E-02   0.14381499E-01
  22.948353       0.59130948E-01   0.45121177E-02   0.14458377E-01
  22.979032       0.58376064E-01   0.47924516E-02   0.14355148E-01
  23.009712       0.55816134E-01   0.49148848E-02   0.14836837E-01
  23.040391       0.51520733E-01   0.47931180E-02   0.16372915E-01
  23.071071       0.45795171E-01   0.44053619E-02   0.18735641E-01
  23.101751       0.39177990E-01   0.38073474E-02   0.21269474E-01
  23.132430       0.32450131E-01   0.31517406E-02   0.23350055E-01
  23.163110       0.26662530E-01   0.26976715E-02   0.24592371E-01
  23.193790       0.23055963E-01   0.26733883E-02   0.24887597E-01
  23.224469       0.22450588E-01   0.29747958E-02   0.24376329E-01
  23.255149       0.24400344E-01   0.32701185E-02   0.23383650E-01
  23.285828       0.27689123E-01   0.33004742E-02   0.22310792E-01
  23.316508       0.31387661E-01   0.29348880E-02   0.21483848E-01
  23.347188       0.35050154E-01   0.21437475E-02   0.21006931E-01
  23.377867       0.38485274E-01   0.98123803E-03   0.20715594E-01
  23.408547       0.41556089E-01   0.49239524E-03   0.20267343E-01
  23.439226       0.44090652E-01   0.20150943E-02   0.19285196E-01
  23.469906       0.45885748E-01   0.34898526E-02   0.17463693E-01
  23.500586       0.46764489E-01   0.47328187E-02   0.14626968E-01
  23.531265       0.46645465E-01   0.56061409E-02   0.10780780E-01
  23.561945       0.45590203E-01   0.60252315E-02   0.63147364E-02
  23.592625       0.43807360E-01   0.59733054E-02   0.40095142E-02
  23.623304       0.41601907E-01   0.55103857E-02   0.82813818E-02
  23.653984       0.39271357E-01   0.47782891E-02   0.14285389E-01
  23.684663       0.36979578E-01   0.40023910E-02   0.20191662E-01
  23.715343       0.34673750E-01   0.34626717E-02   0.25421238E-01
  23.746023       0.32107187E-01   0.33374791E-02   0.29625348E-01
  23.776702       0.28964785E-01   0.35023653E-02   0.32604044E-01
  23.807382       0.25023343E-01   0.36644332E-02   0.34287208E-01
  23.838061       0.20291255E-01   0.36141266E-02   0.34704917E-01
  23.868741       0.15159173E-01   0.32895277E-02   0.33946608E-01
  23.899421       0.10779261E-01   0.27770887E-02   0.32123715E-01
  23.930100       0.96339587E-02   0.23511992E-02   0.29352247E-01
  23.960780       0.12531130E-01   0.24292024E-02   0.25765502E-01
  23.991460       0.16765818E-01   0.30765273E-02   0.21560035E-01
  24.022139       0.20538010E-01   0.39393496E-02   0.17085957E-01
  24.052819       0.23149288E-01   0.47233377E-02   0.13036711E-01
  24.083498       0.24372454E-01   0.52701312E-02   0.10745440E-01
  24.114178       0.24244758E-01   0.55102044E-02   0.11485447E-01
  24.144858       0.22971226E-01   0.54409078E-02   0.14424525E-01
  24.175537       0.20835838E-01   0.51180531E-02   0.17909336E-01
  24.206217       0.18107024E-01   0.46504702E-02   0.21005454E-01
  24.236896       0.14957785E-01   0.41891094E-02   0.23302520E-01
  24.267576       0.11439520E-01   0.38905391E-02   0.24661714E-01
  24.298256       0.75594525E-02   0.38361927E-02   0.25113737E-01
  24.328935       0.37398073E-02   0.39688991E-02   0.24808006E-01
  24.359615       0.41288543E-02   0.41426382E-02   0.23971911E-01
  24.390295       0.90281870E-02   0.42201078E-02   0.22868654E-01
  24.420974       0.14625461E-01   0.41190801E-02   0.21752528E-01
  24.451654       0.20127895E-01   0.38153491E-02   0.20824549E-01
  24.482333       0.25082096E-01   0.33326661E-02   0.20193605E-01
  24.513013       0.29135764E-01   0.27302765E-02   0.19850943E-01
  24.543693       0.32064494E-01   0.20889282E-02   0.19667433E-01
  24.574372       0.33806984E-01   0.14940457E-02   0.19419731E-01
  24.605052       0.34475038E-01   0.10150353E-02   0.18843525E-01
  24.635731       0.34326160E-01   0.69307949E-03   0.17706959E-01
  24.666411       0.33694868E-01   0.60156835E-03   0.15901024E-01
  24.697091       0.32894333E-01   0.86857335E-03   0.13560788E-01
  24.727770       0.32126195E-01   0.14353586E-02   0.11263700E-01
  24.758450       0.31453479E-01   0.21837402E-02   0.10221518E-01
  24.789130       0.30863959E-01   0.30122123E-02   0.11479110E-01
  24.819809       0.30386006E-01   0.38147428E-02   0.14396491E-01
  24.850489       0.30173546E-01   0.44844124E-02   0.17619494E-01
  24.881168       0.30483062E-01   0.49257174E-02   0.20199548E-01
  24.911848       0.31524288E-01   0.50668992E-02   0.21599738E-01
  24.942528       0.33279233E-01   0.48694837E-02   0.21583385E-01
  24.973207       0.35449084E-01   0.43340813E-02   0.20168859E-01
  25.003887       0.37572589E-01   0.35034491E-02   0.17614420E-01
  25.034566       0.39209571E-01   0.24702614E-02   0.14440449E-01
  25.065246       0.40089436E-01   0.14414510E-02   0.11549251E-01
  25.095926       0.40198301E-01   0.11386968E-02   0.10322623E-01
  25.126605       0.39804245E-01   0.19515422E-02   0.11612959E-01
  25.157285       0.39401965E-01   0.29429818E-02   0.14502731E-01
  25.187965       0.39542340E-01   0.37785047E-02   0.17702645E-01
  25.218644       0.40566922E-01   0.43594410E-02   0.20430846E-01
  25.249324       0.42403335E-01   0.46517501E-02   0.22232037E-01
  25.280003       0.44594318E-01   0.46624501E-02   0.22816737E-01
  25.310683       0.46517522E-01   0.44335351E-02   0.22017541E-01
  25.341363       0.47612268E-01   0.40369995E-02   0.19793921E-01
  25.372042       0.47515972E-01   0.35666733E-02   0.16245837E-01
  25.402722       0.46119673E-01   0.31220108E-02   0.11616513E-01
  25.433401       0.43576095E-01   0.27783037E-02   0.62847309E-02
  25.464081       0.40279103E-01   0.25526778E-02   0.11906320E-02
  25.494761       0.36812774E-01   0.24049203E-02   0.51014719E-02
  25.525440       0.33843121E-01   0.22923519E-02   0.99883941E-02
  25.556120       0.31915474E-01   0.22318079E-02   0.14033319E-01
  25.586800       0.31204459E-01   0.23070444E-02   0.17025686E-01
  25.617479       0.31424897E-01   0.25855684E-02   0.18918218E-01
  25.648159       0.32031897E-01   0.30227887E-02   0.19783668E-01
  25.678838       0.32519744E-01   0.34847165E-02   0.19765455E-01
  25.709518       0.32598613E-01   0.38238717E-02   0.19021279E-01
  25.740198       0.32231431E-01   0.39208546E-02   0.17679259E-01
  25.770877       0.31593531E-01   0.37008785E-02   0.15825078E-01
  25.801557       0.30987597E-01   0.31426952E-02   0.13525587E-01
  25.832236       0.30720576E-01   0.22850043E-02   0.10880036E-01
  25.862916       0.30967731E-01   0.12473462E-02   0.80963914E-02
  25.893596       0.31690161E-01   0.60838702E-03   0.56534396E-02
  25.924275       0.32660001E-01   0.14301614E-02   0.46121442E-02
  25.954955       0.33565073E-01   0.23653136E-02   0.56377418E-02
  25.985635       0.34116386E-01   0.30177403E-02   0.75456071E-02
  26.016314       0.34114251E-01   0.32718141E-02   0.93648444E-02
  26.046994       0.33474654E-01   0.30868858E-02   0.10753679E-01
  26.077673       0.32233833E-01   0.24903023E-02   0.11626286E-01
  26.108353       0.30545927E-01   0.15803017E-02   0.12007457E-01
  26.139033       0.28679985E-01   0.61077381E-03   0.11968915E-01
  26.169712       0.27008839E-01   0.94250699E-03   0.11590361E-01
  26.200392       0.25960136E-01   0.19039451E-02   0.10938845E-01
  26.231071       0.25891295E-01   0.26354927E-02   0.10066019E-01
  26.261751       0.26919616E-01   0.29919879E-02   0.90168945E-02
  26.292431       0.28850683E-01   0.29300146E-02   0.78394596E-02
  26.323110       0.31280284E-01   0.24938535E-02   0.65879786E-02
  26.353790       0.33756296E-01   0.18396695E-02   0.53228067E-02
  26.384470       0.35885209E-01   0.13323799E-02   0.41222828E-02
  26.415149       0.37376449E-01   0.14686133E-02   0.31354804E-02
  26.445829       0.38056086E-01   0.19646622E-02   0.26678714E-02
  26.476508       0.37868046E-01   0.22870116E-02   0.29639308E-02
  26.507188       0.36866492E-01   0.21937301E-02   0.37400764E-02
  26.537868       0.35197815E-01   0.15994649E-02   0.45548899E-02
  26.568547       0.33070836E-01   0.52447528E-03   0.51141378E-02
  26.599227       0.30716902E-01   0.95556308E-03   0.52305763E-02
  26.629906       0.28346916E-01   0.26404515E-02   0.47946547E-02
  26.660586       0.26119017E-01   0.43431275E-02   0.37752537E-02
  26.691266       0.24133397E-01   0.58459784E-02   0.22287223E-02
  26.721945       0.22461748E-01   0.69547788E-02   0.51928279E-03
  26.752625       0.21196182E-01   0.75260873E-02   0.21195229E-02
  26.783305       0.20478128E-01   0.74887198E-02   0.43789782E-02
  26.813984       0.20464010E-01   0.68548171E-02   0.64932360E-02
  26.844664       0.21229439E-01   0.57187288E-02   0.82583682E-02
  26.875343       0.22692272E-01   0.42438780E-02   0.95270058E-02
  26.906023       0.24634428E-01   0.26397983E-02   0.10211864E-01
  26.936703       0.26794653E-01   0.11352566E-02   0.10290593E-01
  26.967382       0.28951408E-01   0.20485361E-03   0.98051869E-02
  26.998062       0.30959204E-01   0.86582570E-03   0.88581857E-02
  27.028741       0.32743934E-01   0.10766294E-02   0.76102537E-02
  27.059421       0.34273106E-01   0.81687852E-03   0.62852510E-02
  27.090101       0.35517707E-01   0.77998149E-03   0.51807586E-02
  27.120780       0.36422998E-01   0.18149895E-02   0.46197839E-02
  27.151460       0.36902002E-01   0.32259769E-02   0.47127329E-02
  27.182140       0.36855463E-01   0.46578221E-02   0.52009942E-02
  27.212819       0.36210492E-01   0.58934721E-02   0.57352935E-02
  27.243499       0.34963192E-01   0.67742122E-02   0.61008185E-02
  27.274178       0.33209685E-01   0.72106440E-02   0.62181787E-02
  27.304858       0.31151812E-01   0.71965394E-02   0.61005747E-02
  27.335538       0.29065818E-01   0.68154187E-02   0.58238839E-02
  27.366217       0.27228955E-01   0.62354080E-02   0.55039662E-02
  27.396897       0.25823176E-01   0.56793207E-02   0.52689464E-02
  27.427576       0.24875691E-01   0.53420372E-02   0.52175464E-02
  27.458256       0.24301710E-01   0.52671875E-02   0.53759788E-02
  27.488936       0.24038470E-01   0.53140504E-02   0.56897760E-02
  27.519615       0.24170178E-01   0.52758593E-02   0.60576334E-02
  27.550295       0.24929700E-01   0.50026686E-02   0.63704560E-02
  27.580975       0.26532237E-01   0.44426177E-02   0.65335899E-02
  27.611654       0.28949246E-01   0.36347728E-02   0.64794816E-02
  27.642334       0.31828748E-01   0.26887501E-02   0.61817114E-02
  27.673013       0.34612955E-01   0.17681994E-02   0.56746793E-02
  27.703693       0.36721237E-01   0.11016647E-02   0.50772341E-02
  27.734373       0.37697170E-01   0.94726159E-03   0.46010446E-02
  27.765052       0.37309081E-01   0.11803679E-02   0.44719953E-02
