# data from ifeffit
#------------------------
#   r         chir_mag         chir_mag       chir_mag
  27.795732       0.35621649E-01   0.16009447E-02   0.47255757E-02
  27.826411       0.33047350E-01   0.23057475E-02   0.51325430E-02
  27.857091       0.30356130E-01   0.33554170E-02   0.53834487E-02
  27.887771       0.28539155E-01   0.46577991E-02   0.52420045E-02
  27.918450       0.28358694E-01   0.60423416E-02   0.45853735E-02
  27.949130       0.29785552E-01   0.73201836E-02   0.34135757E-02
  27.979810       0.32037686E-01   0.83187872E-02   0.19063319E-02
  28.010489       0.34190549E-01   0.89099536E-02   0.12258239E-02
  28.041169       0.35637251E-01   0.90351440E-02   0.27548880E-02
  28.071848       0.36223222E-01   0.87273265E-02   0.45210899E-02
  28.102528       0.36216903E-01   0.81269857E-02   0.59256745E-02
  28.133208       0.36176866E-01   0.74808640E-02   0.67368499E-02
  28.163887       0.36691566E-01   0.70824927E-02   0.68396407E-02
  28.194567       0.38048463E-01   0.71070426E-02   0.62293745E-02
  28.225246       0.40057248E-01   0.74571875E-02   0.50113092E-02
  28.255926       0.42180975E-01   0.78389825E-02   0.33926922E-02
  28.286606       0.43827252E-01   0.79579485E-02   0.17075559E-02
  28.317285       0.44578483E-01   0.76250901E-02   0.10070820E-02
  28.347965       0.44294580E-01   0.67769847E-02   0.19710970E-02
  28.378645       0.43115144E-01   0.54708821E-02   0.27733604E-02
  28.409324       0.41387909E-01   0.38931097E-02   0.30463626E-02
  28.440004       0.39536041E-01   0.24755602E-02   0.28392478E-02
  28.470683       0.37891100E-01   0.22208086E-02   0.24635674E-02
  28.501363       0.36562763E-01   0.32319647E-02   0.25140208E-02
  28.532043       0.35434426E-01   0.43647316E-02   0.32631877E-02
  28.562722       0.34299060E-01   0.51367560E-02   0.42964695E-02
  28.593402       0.33042759E-01   0.54080976E-02   0.52111618E-02
  28.624082       0.31762289E-01   0.51721765E-02   0.58161528E-02
  28.654761       0.30749365E-01   0.45079330E-02   0.60822563E-02
  28.685441       0.30322899E-01   0.35590293E-02   0.61022524E-02
  28.716120       0.30579492E-01   0.25256288E-02   0.60350395E-02
  28.746800       0.31253745E-01   0.16914151E-02   0.60188639E-02
  28.777480       0.31819141E-01   0.14226838E-02   0.61002187E-02
  28.808159       0.31722756E-01   0.16549048E-02   0.62594788E-02
  28.838839       0.30582165E-01   0.19133789E-02   0.65241168E-02
  28.869518       0.28294874E-01   0.19860594E-02   0.70473671E-02
  28.900198       0.25095051E-01   0.18730918E-02   0.80306224E-02
  28.930878       0.21598073E-01   0.16833750E-02   0.95276388E-02
  28.961557       0.18806035E-01   0.15829845E-02   0.11362403E-01
  28.992237       0.17790944E-01   0.16771790E-02   0.13223705E-01
  29.022917       0.18787337E-01   0.18985883E-02   0.14784838E-01
  29.053596       0.20867339E-01   0.21051879E-02   0.15778355E-01
  29.084276       0.22865071E-01   0.21978666E-02   0.16038635E-01
  29.114955       0.24021117E-01   0.21370042E-02   0.15525691E-01
  29.145635       0.24032346E-01   0.19284805E-02   0.14334280E-01
  29.176315       0.22978608E-01   0.16103737E-02   0.12690653E-01
  29.206994       0.21277027E-01   0.12446021E-02   0.10937684E-01
  29.237674       0.19635890E-01   0.91775909E-03   0.94908466E-02
  29.268353       0.18877019E-01   0.74391332E-03   0.87024793E-02
  29.299033       0.19487543E-01   0.77905896E-03   0.86296374E-02
  29.329713       0.21248624E-01   0.91997402E-03   0.89878875E-02
  29.360392       0.23489091E-01   0.10561395E-02   0.94165958E-02
  29.391072       0.25574931E-01   0.11458474E-02   0.96945234E-02
  29.421752       0.27125544E-01   0.11880231E-02   0.97688982E-02
  29.452431       0.28022454E-01   0.12025733E-02   0.97131443E-02
  29.483111       0.28355644E-01   0.12201893E-02   0.96740213E-02
  29.513790       0.28346974E-01   0.12715066E-02   0.98069115E-02
  29.544470       0.28250692E-01   0.13748932E-02   0.10199208E-01
  29.575150       0.28243109E-01   0.15319694E-02   0.10818905E-01
  29.605829       0.28343437E-01   0.17351914E-02   0.11528057E-01
  29.636509       0.28411930E-01   0.19777155E-02   0.12143287E-01
  29.667188       0.28226053E-01   0.22559773E-02   0.12496558E-01
  29.697868       0.27587782E-01   0.25649537E-02   0.12475347E-01
  29.728548       0.26415995E-01   0.28914323E-02   0.12044207E-01
  29.759227       0.24806196E-01   0.32105320E-02   0.11252333E-01
  29.789907       0.23052351E-01   0.34874970E-02   0.10227999E-01
  29.820587       0.21606066E-01   0.36834967E-02   0.91568061E-02
  29.851266       0.20917467E-01   0.37629157E-02   0.82361857E-02
  29.881946       0.21168983E-01   0.37000070E-02   0.76027224E-02
  29.912625       0.22128656E-01   0.34835860E-02   0.72657103E-02
  29.943305       0.23313486E-01   0.31190987E-02   0.71171105E-02
  29.973985       0.24278215E-01   0.26278973E-02   0.70209234E-02
  30.004664       0.24800483E-01   0.20439759E-02   0.68946010E-02
  30.035344       0.24945604E-01   0.14087855E-02   0.67314510E-02
  30.066023       0.25045726E-01   0.76514187E-03   0.65781860E-02
  30.096703       0.25571599E-01   0.15568251E-03   0.64923416E-02
  30.127383       0.26882088E-01   0.41633329E-03   0.64995090E-02
  30.158062       0.28987684E-01   0.90683611E-03   0.65716329E-02
  30.188742       0.31541805E-01   0.13294355E-02   0.66371238E-02
  30.219422       0.34042916E-01   0.16919307E-02   0.66105792E-02
  30.250101       0.36049490E-01   0.20054018E-02   0.64221039E-02
  30.280781       0.37306648E-01   0.22766577E-02   0.60367664E-02
  30.311460       0.37793958E-01   0.25042522E-02   0.54637451E-02
  30.342140       0.37715563E-01   0.26791186E-02   0.47558873E-02
  30.372820       0.37433924E-01   0.27887887E-02   0.39989469E-02
  30.403499       0.37345098E-01   0.28226893E-02   0.32895263E-02
  30.434179       0.37726321E-01   0.27762402E-02   0.27049488E-02
  30.464858       0.38637877E-01   0.26525707E-02   0.22829660E-02
  30.495538       0.39951725E-01   0.24617281E-02   0.20419256E-02
  30.526218       0.41479592E-01   0.22180527E-02   0.20231071E-02
  30.556897       0.43096987E-01   0.19369785E-02   0.22531294E-02
  30.587577       0.44784800E-01   0.16328447E-02   0.26521391E-02
  30.618257       0.46578519E-01   0.13192141E-02   0.30572910E-02
  30.648936       0.48468663E-01   0.10128608E-02   0.33041956E-02
  30.679616       0.50321842E-01   0.74310759E-03   0.32722742E-02
  30.710295       0.51877080E-01   0.56706456E-03   0.29063776E-02
  30.740975       0.52822292E-01   0.54847580E-03   0.22313366E-02
  30.771655       0.52912831E-01   0.65022169E-03   0.13840188E-02
  30.802334       0.52086154E-01   0.77871801E-03   0.87106490E-03
  30.833014       0.50538619E-01   0.88947027E-03   0.14324333E-02
  30.863693       0.48734217E-01   0.98295376E-03   0.22667663E-02
  30.894373       0.47304235E-01   0.10825594E-02   0.29470307E-02
  30.925053       0.46809388E-01   0.12107439E-02   0.34045563E-02
  30.955732       0.47445224E-01   0.13668821E-02   0.36937482E-02
  30.986412       0.48913589E-01   0.15235180E-02   0.39379225E-02
