# data from ifeffit
#------------------------
#   k         chik      hann3      kaiser3      kaiser5      welch3      parzen3      sine3
  13.500000      -0.32048813E-01    1.9999998       0.42308746       0.80252315        3.2499999        2.4999999        1.5264322
  13.550000      -0.34972451E-01    1.9738318       0.41535018       0.79497279        3.2330554        2.4833332        1.5185538
  13.600000      -0.22077432E-01    1.9477356       0.40763039       0.78749639        3.2155554        2.4666666        1.5106312
  13.650000      -0.28797829E-01    1.9217826       0.39992973       0.78009568        3.1974999        2.4499999        1.5026650
  13.700000      -0.35654063E-01    1.8960440       0.39224986       0.77277236        3.1788888        2.4333332        1.4946558
  13.750000      -0.17775377E-01    1.8705903       0.38459239       0.76552803        3.1597221        2.4166666        1.4866045
  13.800000      -0.27743957E-01    1.8454914       0.37695894       0.75836427        3.1399999        2.3999999        1.4785116
  13.850000      -0.36473129E-01    1.8208159       0.36935112       0.75128259        3.1197221        2.3833332        1.4703778
  13.900000      -0.30443424E-01    1.7966316       0.36177051       0.74428445        3.0988888        2.3666666        1.4622039
  13.950000      -0.20818896E-01    1.7730046       0.35421869       0.73737124        3.0774999        2.3499999        1.4539905
  14.000000       0.22854038E-02    1.7499999       0.34669722       0.73054433        3.0555555        2.3333333        1.4457384
  14.050000       0.25493520E-02    1.7276804       0.33920762       0.72380499        3.0330555        2.3166666        1.4374482
  14.100000      -0.27723943E-01    1.7061073       0.33175144       0.71715447        3.0099999        2.2999999        1.4291206
  14.150000      -0.21144366E-01    1.6853397       0.32433017       0.71059393        2.9863888        2.2833333        1.4207564
  14.200000      -0.51059373E-02    1.6654346       0.31694532       0.70412450        2.9622221        2.2666666        1.4123563
  14.250000      -0.13386461E-01    1.6464465       0.30959835       0.69774724        2.9374999        2.2499999        1.4039210
  14.300000      -0.35988098E-01    1.6284275       0.30229072       0.69146316        2.9122221        2.2333333        1.3954512
  14.350000      -0.27348059E-01    1.6114270       0.29502387       0.68527320        2.8863888        2.2166666        1.3869476
  14.400000      -0.18343176E-01    1.5954915       0.28779922       0.67917825        2.8599999        2.2000000        1.3784111
  14.450000      -0.41838159E-02    1.5806647       0.28061817       0.67317915        2.8330555        2.1833333        1.3698421
  14.500000       0.37064400E-02    1.5669873       0.27348210       0.66727668        2.8055555        2.1666666        1.3612417
  14.550000      -0.22857388E-01    1.5544967       0.26639237       0.66147155        2.7774999        2.1500000        1.3526103
  14.600000      -0.11027845E-01    1.5432273       0.25935033       0.65576443        2.7488888        2.1333333        1.3439489
  14.650000       0.14131797E-02    1.5332098       0.25235730       0.65015592        2.7197222        2.1166666        1.3352581
  14.700000       0.44440831E-02    1.5244717       0.24541457       0.64464658        2.6900000        2.1000000        1.3265387
  14.750000       0.95437103E-01    1.5170371       0.23852343       0.63923688        2.6597222        2.0833333        1.3177914
  14.800000       0.60048605E-01    1.5109262       0.23168513       0.63392728        2.6288889        2.0666667        1.3090170
  14.850000       0.19833514E-01    1.5061558       0.22490091       0.62871814        2.5975000        2.0500000        1.3002162
  14.900000       0.37709204E-01    1.5027391       0.21817199       0.62360980        2.5655555        2.0333333        1.2913897
  14.950000       0.16476068E-02    1.5006852       0.21149955       0.61860252        2.5330555        2.0166667        1.2825384
  15.000000       0.27938018E-01    1.5000000        0.0000000       0.61369652        2.5000000        2.0000000        1.2736630
  15.050000       0.47847037E-01    1.5000000        0.0000000       0.60889196        2.5000000        2.0000000        1.2647642
  15.100000       0.42226716E-01    1.5000000        0.0000000       0.60418894        2.5000000        2.0000000        1.2558428
  15.150000       0.48154834E-01    1.5000000        0.0000000       0.59958752        2.5000000        2.0000000        1.2468995
  15.200000       0.40076949E-01    1.5000000        0.0000000       0.59508769        2.5000000        2.0000000        1.2379352
  15.250000       0.34801048E-01    1.5000000        0.0000000       0.59068940        2.5000000        2.0000000        1.2289505
  15.300000       0.48590591E-01    1.5000000        0.0000000       0.58639256        2.5000000        2.0000000        1.2199464
  15.350000       0.40582354E-01    1.5000000        0.0000000       0.58219699        2.5000000        2.0000000        1.2109234
  15.400000       0.46887976E-02    1.5000000        0.0000000       0.57810250        2.5000000        2.0000000        1.2018824
  15.450000      -0.21437391E-01    1.5000000        0.0000000       0.57410882        2.5000000        2.0000000        1.1928242
  15.500000      -0.25947341E-01    1.5000000        0.0000000       0.57021566        2.5000000        2.0000000        1.1837495
  15.550000      -0.24025526E-01    1.5000000        0.0000000       0.56642265        2.5000000        2.0000000        1.1746592
  15.600000      -0.37051340E-01    1.5000000        0.0000000       0.56272939        2.5000000        2.0000000        1.1655539
  15.650000      -0.53370281E-01    1.5000000        0.0000000       0.55913543        2.5000000        2.0000000        1.1564345
  15.700000      -0.69692752E-01    1.5000000        0.0000000       0.55564028        2.5000000        2.0000000        1.1473017
  15.750000      -0.63814192E-01    1.5000000        0.0000000       0.55224340        2.5000000        2.0000000        1.1381564
  15.800000      -0.84750024E-01    1.5000000        0.0000000       0.54894419        2.5000000        2.0000000        1.1289992
