# data from ifeffit
#------------------------
#   k         chik      hann3      kaiser3      kaiser5      welch3      parzen3      sine3
  13.300000       0.70193118E-02   0.60395564       0.45417788       0.33342784       0.81222211       0.56666653       0.55748944
  13.350000       0.12581416E-01   0.57821703       0.44638745       0.32559996       0.79749988       0.54999987       0.54979487
  13.400000       0.50000707E-02   0.55226404       0.43860778       0.31783860       0.78222211       0.53333321       0.54205336
  13.450000       0.84534518E-03   0.52616779       0.43084055       0.31014570       0.76638877       0.51666655       0.53426557
  13.500000      -0.32048813E-01   0.49999982       0.42308746       0.30252315       0.74999988       0.49999988       0.52643216
  13.550000      -0.34972451E-01   0.47383184       0.41535018       0.29497279       0.73305544       0.48333322       0.51855381
  13.600000      -0.22077432E-01   0.44773560       0.40763039       0.28749639       0.71555544       0.46666656       0.51063119
  13.650000      -0.28797829E-01   0.42178260       0.39992973       0.28009568       0.69749988       0.44999990       0.50266498
  13.700000      -0.35654063E-01   0.39604400       0.39224986       0.27277236       0.67888877       0.43333323       0.49465584
  13.750000      -0.17775377E-01   0.37059033       0.38459239       0.26552803       0.65972211       0.41666657       0.48660448
  13.800000      -0.27743957E-01   0.34549136       0.37695894       0.25836427       0.63999989       0.39999991       0.47851157
  13.850000      -0.36473129E-01   0.32081589       0.36935112       0.25128259       0.61972211       0.38333324       0.47037781
  13.900000      -0.30443424E-01   0.29663156       0.36177051       0.24428445       0.59888878       0.36666658       0.46220388
  13.950000      -0.20818896E-01   0.27300464       0.35421869       0.23737124       0.57749989       0.34999992       0.45399050
  14.000000       0.22854038E-02   0.24999989       0.34669722       0.23054433       0.55555545       0.33333326       0.44573836
  14.050000       0.25493520E-02   0.22768039       0.33920762       0.22380499       0.53305545       0.31666659       0.43744816
  14.100000      -0.27723943E-01   0.20610728       0.33175144       0.21715447       0.50999990       0.29999993       0.42912061
  14.150000      -0.21144366E-01   0.18533972       0.32433017       0.21059393       0.48638879       0.28333327       0.42075642
  14.200000      -0.51059373E-02   0.16543462       0.31694532       0.20412450       0.46222213       0.26666660       0.41235632
  14.250000      -0.13386461E-01   0.14644654       0.30959835       0.19774724       0.43749991       0.24999994       0.40392100
  14.300000      -0.35988098E-01   0.12842753       0.30229072       0.19146316       0.41222214       0.23333328       0.39545121
  14.350000      -0.27348059E-01   0.11142697       0.29502387       0.18527320       0.38638881       0.21666662       0.38694765
  14.400000      -0.18343176E-01   0.95491460E-01   0.28779922       0.17917825       0.35999993       0.19999995       0.37841105
  14.450000      -0.41838159E-02   0.80664679E-01   0.28061817       0.17317915       0.33305549       0.18333329       0.36984215
  14.500000       0.37064400E-02   0.66987268E-01   0.27348210       0.16727668       0.30555549       0.16666663       0.36124167
  14.550000      -0.22857388E-01   0.54496713E-01   0.26639237       0.16147155       0.27749994       0.14999997       0.35261034
  14.600000      -0.11027845E-01   0.43227251E-01   0.25935033       0.15576443       0.24888883       0.13333330       0.34394892
  14.650000       0.14131797E-02   0.33209771E-01   0.25235730       0.15015592       0.21972217       0.11666664       0.33525813
  14.700000       0.44440831E-02   0.24471731E-01   0.24541457       0.14464658       0.18999996       0.99999977E-01   0.32653871
  14.750000       0.95437103E-01   0.17037079E-01   0.23852343       0.13923688       0.15972219       0.83333314E-01   0.31779142
  14.800000       0.60048605E-01   0.10926195E-01   0.23168513       0.13392728       0.12888886       0.66666651E-01   0.30901699
  14.850000       0.19833514E-01   0.61558268E-02   0.22490091       0.12871814       0.97499978E-01   0.49999988E-01   0.30021619
  14.900000       0.37709204E-01   0.27390510E-02   0.21817199       0.12360980       0.65555541E-01   0.33333326E-01   0.29138975
  14.950000       0.16476068E-02   0.68523230E-03   0.21149955       0.11860252       0.33055548E-01   0.16666663E-01   0.28253843
  15.000000       0.27938018E-01    0.0000000        0.0000000       0.11369652        0.0000000        0.0000000       0.27366299
  15.050000       0.47847037E-01    0.0000000        0.0000000       0.10889196        0.0000000        0.0000000       0.26476419
  15.100000       0.42226716E-01    0.0000000        0.0000000       0.10418894        0.0000000        0.0000000       0.25584278
  15.150000       0.48154834E-01    0.0000000        0.0000000       0.99587517E-01    0.0000000        0.0000000       0.24689953
  15.200000       0.40076949E-01    0.0000000        0.0000000       0.95087690E-01    0.0000000        0.0000000       0.23793520
  15.250000       0.34801048E-01    0.0000000        0.0000000       0.90689405E-01    0.0000000        0.0000000       0.22895055
  15.300000       0.48590591E-01    0.0000000        0.0000000       0.86392557E-01    0.0000000        0.0000000       0.21994636
  15.350000       0.40582354E-01    0.0000000        0.0000000       0.82196990E-01    0.0000000        0.0000000       0.21092339
  15.400000       0.46887976E-02    0.0000000        0.0000000       0.78102497E-01    0.0000000        0.0000000       0.20188241
  15.450000      -0.21437391E-01    0.0000000        0.0000000       0.74108821E-01    0.0000000        0.0000000       0.19282419
  15.500000      -0.25947341E-01    0.0000000        0.0000000       0.70215655E-01    0.0000000        0.0000000       0.18374952
  15.550000      -0.24025526E-01    0.0000000        0.0000000       0.66422645E-01    0.0000000        0.0000000       0.17465915
  15.600000      -0.37051340E-01    0.0000000        0.0000000       0.62729388E-01    0.0000000        0.0000000       0.16555388
  15.650000      -0.53370281E-01    0.0000000        0.0000000       0.59135433E-01    0.0000000        0.0000000       0.15643447
  15.700000      -0.69692752E-01    0.0000000        0.0000000       0.55640284E-01    0.0000000        0.0000000       0.14730170
  15.750000      -0.63814192E-01    0.0000000        0.0000000       0.52243399E-01    0.0000000        0.0000000       0.13815635
  15.800000      -0.84750024E-01    0.0000000        0.0000000       0.48944192E-01    0.0000000        0.0000000       0.12899922
