# Results of near edge peak fit to "AII_45"
# Titles from AII_45
# .  Merge in e space of:
# .  ** T:/xas_user/June2011/Gaetani/DT_Corrected/Fe_xanes_AII_45.001c
# .  ** T:/xas_user/June2011/Gaetani/DT_Corrected/Fe_xanes_AII_45.002c
# .  ** T:/xas_user/June2011/Gaetani/DT_Corrected/Fe_xanes_AII_45.003c
# .
# Fitting range = [-10:2] (relative to centroid of step function)
# .
# Fit included 60 data points and 3 variables
# R-factor = 0.00122, chi-square = 0.00193, reduced chi-square = 0.0000332
# .
# function       centroid             amplitude        width
# ============================================================
# atan            7117.50(    1.12)  0.507( 0.071)  1.164( 0.038)
# gauss           7111.40(    0.00)  0.057( 0.000)  0.882( 0.000)
# gauss           7113.20(    0.00)  0.177( 0.000)  0.898( 0.000)
# .
# .
# The Gaussians and Lorentzians are unit normalized,
# so the amplitudes are the areas.
# Formulas:
# -  arctangent:       A*[atan((e-E0)/W)/pi + 0.5]
# -  error function:   A*[erf((e-E0)/W) + 1]
# -  Gaussian:         [A/(W*sqrt(2pi))] * exp[-(e-E0)^2/(2W^2)]
# -  Lorentzian:       (AW/2pi) / [(e-E0)^2 + (W/2)^2]
#------------------------
#   ee        norm       fun          step          peak1          peak2          resid
  7138.2000        1.1107127       0.49731283       0.49731283       0.83961090E-99   0.39496525E-99   0.61339988
  7138.4000        1.1059068       0.49740345       0.49740345       0.83284802E-99   0.78163316E-99   0.60850333
  7138.6000        1.1052936       0.49749233       0.49749233       0.78473405E-99   0.14719898E-99   0.60780124
  7138.8000        1.1041460       0.49757950       0.49757950       0.70234144E-99   0.26379364E-99   0.60656654
  7139.0000        1.1029786       0.49766502       0.49766502       0.59709459E-99   0.44986435E-99   0.60531354
  7139.2000        1.0963315       0.49774893       0.49774893       0.48217761E-99   0.73005664E-99   0.59858258
  7139.4000        1.0965738       0.49783128       0.49783128       0.36986224E-99   0.11274291E-99   0.59874254
  7139.6000        1.0950604       0.49791211       0.49791211       0.26948959E-99   0.16568366E-99   0.59714830
  7139.8000        1.0935749       0.49799146       0.49799146       0.18651470E-99   0.23170095E-99   0.59558349
  7140.0000        1.0925502       0.49806937       0.49806937       0.12261770E-99   0.30834271E-99   0.59448081
  7140.2000        1.0874928       0.49814589       0.49814589       0.76570652E-99   0.39047863E-99   0.58934689
  7140.4000        1.0848015       0.49822104       0.49822104       0.45419313E-99   0.47056388E-99   0.58658043
  7140.6000        1.0829747       0.49829487       0.49829487       0.25591034E-99   0.53963190E-99   0.58467982
  7140.8000        1.0830709       0.49836741       0.49836741       0.13696329E-99   0.58889026E-99   0.58470350
  7141.0000        1.0794332       0.49843869       0.49843869       0.69628902E-99   0.61154560E-99   0.58099448
  7141.2000        1.0776101       0.49850875       0.49850875       0.33623583E-99   0.60433959E-99   0.57910134
  7141.4000        1.0770956       0.49857761       0.49857761       0.15422951E-99   0.56831741E-99   0.57851804
  7141.6000        1.0739976       0.49864531       0.49864531       0.67198567E-99   0.50857921E-99   0.57535233
  7141.8000        1.0701992       0.49871187       0.49871187       0.27811321E-99   0.43309579E-99   0.57148733
  7142.0000        1.0679365       0.49877733       0.49877733       0.10933325E-99   0.35096762E-99   0.56915921
  7143.7330        1.0218888       0.49930204       0.49930204       0.39380654E-99   0.71937106E-99   0.52258676
  7145.5160        1.0201357       0.49977309       0.49977309        0.0000000       0.48047365E-99   0.52036256
  7147.3470       0.99661436       0.50019739       0.50019739        0.0000000       0.81688536E-99   0.49641697
  7149.2260       0.96967626       0.50058119       0.50058119        0.0000000        0.0000000       0.46909507
  7151.1540       0.94561237       0.50092986       0.50092986        0.0000000        0.0000000       0.44468252
  7153.1310       0.92257600       0.50124771       0.50124771        0.0000000        0.0000000       0.42132829
  7155.1570       0.90556160       0.50153841       0.50153841        0.0000000        0.0000000       0.40402320
  7157.2310       0.89571153       0.50180494       0.50180494        0.0000000        0.0000000       0.39390660
  7159.3540       0.89027088       0.50205011       0.50205011        0.0000000        0.0000000       0.38822077
  7161.5250       0.88846529       0.50227612       0.50227612        0.0000000        0.0000000       0.38618917
  7163.7460       0.89309664       0.50248516       0.50248516        0.0000000        0.0000000       0.39061148
  7166.0150       0.90148227       0.50267876       0.50267876        0.0000000        0.0000000       0.39880350
  7168.3330       0.91460006       0.50285854       0.50285854        0.0000000        0.0000000       0.41174152
  7170.6990       0.93291331       0.50302575       0.50302575        0.0000000        0.0000000       0.42988756
  7173.1140       0.94821278       0.50318163       0.50318163        0.0000000        0.0000000       0.44503116
  7175.5780       0.96326253       0.50332720       0.50332720        0.0000000        0.0000000       0.45993533
  7178.0900       0.97110755       0.50346333       0.50346333        0.0000000        0.0000000       0.46764422
  7180.6510       0.97607468       0.50359088       0.50359088        0.0000000        0.0000000       0.47248380
  7183.2610       0.98505508       0.50371058       0.50371058        0.0000000        0.0000000       0.48134450
  7185.9200       0.99358756       0.50382307       0.50382307        0.0000000        0.0000000       0.48976448
  7188.6270       0.99570121       0.50392890       0.50392890        0.0000000        0.0000000       0.49177231
  7191.3830        1.0034830       0.50402862       0.50402862        0.0000000        0.0000000       0.49945442
  7194.1880        1.0033463       0.50412272       0.50412272        0.0000000        0.0000000       0.49922357
  7197.0410        1.0022864       0.50421157       0.50421157        0.0000000        0.0000000       0.49807483
  7199.9420        1.0026748       0.50429558       0.50429558        0.0000000        0.0000000       0.49837918
  7202.8930        1.0005546       0.50437515       0.50437515        0.0000000        0.0000000       0.49617942
  7205.8930       0.99468717       0.50445057       0.50445057        0.0000000        0.0000000       0.49023660
  7208.9400       0.99116314       0.50452207       0.50452207        0.0000000        0.0000000       0.48664107
  7212.0370       0.98507507       0.50459000       0.50459000        0.0000000        0.0000000       0.48048506
  7215.1830       0.98096423       0.50465458       0.50465458        0.0000000        0.0000000       0.47630965
  7218.3760       0.97727741       0.50471598       0.50471598        0.0000000        0.0000000       0.47256142
  7221.6190       0.96989933       0.50477447       0.50477447        0.0000000        0.0000000       0.46512486
  7224.9110       0.97409718       0.50483022       0.50483022        0.0000000        0.0000000       0.46926696
  7228.2510       0.96796873       0.50488338       0.50488338        0.0000000        0.0000000       0.46308535
  7231.6400       0.96957372       0.50493412       0.50493412        0.0000000        0.0000000       0.46463960
  7235.0770       0.96459863       0.50498259       0.50498259        0.0000000        0.0000000       0.45961604
  7238.5630       0.96829396       0.50502892       0.50502892        0.0000000        0.0000000       0.46326503
  7242.0980       0.97090366       0.50507325       0.50507325        0.0000000        0.0000000       0.46583040
  7245.6820       0.97273010       0.50511569       0.50511569        0.0000000        0.0000000       0.46761441
  7249.3130       0.97299498       0.50515632       0.50515632        0.0000000        0.0000000       0.46783866
  7252.9950       0.97370884       0.50519529       0.50519529        0.0000000        0.0000000       0.46851356
  7256.7240       0.98154400       0.50523265       0.50523265        0.0000000        0.0000000       0.47631135
  7260.5020       0.98186805       0.50526851       0.50526851        0.0000000        0.0000000       0.47659954
  7264.3300       0.98747974       0.50530295       0.50530295        0.0000000        0.0000000       0.48217679
  7268.2050       0.99208488       0.50533603       0.50533603        0.0000000        0.0000000       0.48674885
  7272.1290       0.99197655       0.50536783       0.50536783        0.0000000        0.0000000       0.48660872
  7276.1030       0.98851504       0.50539843       0.50539843        0.0000000        0.0000000       0.48311661
  7280.1240       0.99497247       0.50542786       0.50542786        0.0000000        0.0000000       0.48954460
  7284.1940       0.99303440       0.50545621       0.50545621        0.0000000        0.0000000       0.48757819
  7288.3130       0.99483001       0.50548351       0.50548351        0.0000000        0.0000000       0.48934650
  7292.4810       0.99310044       0.50550983       0.50550983        0.0000000        0.0000000       0.48759062
  7296.6980       0.99454257       0.50553521       0.50553521        0.0000000        0.0000000       0.48900736
  7300.9630       0.99365955       0.50555968       0.50555968        0.0000000        0.0000000       0.48809987
  7305.2770       0.99317458       0.50558331       0.50558331        0.0000000        0.0000000       0.48759127
  7309.6390       0.98993342       0.50560611       0.50560611        0.0000000        0.0000000       0.48432731
  7314.0500       0.98847381       0.50562814       0.50562814        0.0000000        0.0000000       0.48284566
  7318.5100       0.98978072       0.50564943       0.50564943        0.0000000        0.0000000       0.48413129
  7323.0190       0.98815229       0.50567002       0.50567002        0.0000000        0.0000000       0.48248227
  7327.5760       0.98893209       0.50568992       0.50568992        0.0000000        0.0000000       0.48324218
  7332.1820       0.98743924       0.50570917       0.50570917        0.0000000        0.0000000       0.48173007
  7336.8360       0.98621632       0.50572780       0.50572780        0.0000000        0.0000000       0.48048852
  7341.5400       0.98906084       0.50574585       0.50574585        0.0000000        0.0000000       0.48331499
  7346.2920       0.98625027       0.50576332       0.50576332        0.0000000        0.0000000       0.48048695
  7351.0920       0.98983648       0.50578025       0.50578025        0.0000000        0.0000000       0.48405623
  7355.9420       0.98841842       0.50579666       0.50579666        0.0000000        0.0000000       0.48262176
  7360.8400       0.98775907       0.50581257       0.50581257        0.0000000        0.0000000       0.48194650
  7365.7870       0.98806256       0.50582799       0.50582799        0.0000000        0.0000000       0.48223457
  7370.7820       0.98543968       0.50584296       0.50584296        0.0000000        0.0000000       0.47959672
  7375.8260       0.98675775       0.50585748       0.50585748        0.0000000        0.0000000       0.48090027
  7380.9190       0.99086491       0.50587158       0.50587158        0.0000000        0.0000000       0.48499333
  7386.0600       0.98838475       0.50588527       0.50588527        0.0000000        0.0000000       0.48249948
  7391.2500       0.99012338       0.50589856       0.50589856        0.0000000        0.0000000       0.48422482
  7396.4890       0.99002611       0.50591148       0.50591148        0.0000000        0.0000000       0.48411463
  7401.7770       0.98893610       0.50592404       0.50592404        0.0000000        0.0000000       0.48301206
  7407.1130       0.99148128       0.50593625       0.50593625        0.0000000        0.0000000       0.48554503
  7412.4980       0.97734597       0.50594811       0.50594811        0.0000000        0.0000000       0.47139785
  7417.9320       0.98986403       0.50595966       0.50595966        0.0000000        0.0000000       0.48390437
  7423.4140       0.98315869       0.50597089       0.50597089        0.0000000        0.0000000       0.47718780
  7428.9450       0.98479474       0.50598182       0.50598182        0.0000000        0.0000000       0.47881292
  7434.5240       0.98967024       0.50599246       0.50599246        0.0000000        0.0000000       0.48367779
  7440.1530       0.99020322       0.50600282       0.50600282        0.0000000        0.0000000       0.48420040
  7445.8300       0.98684871       0.50601290       0.50601290        0.0000000        0.0000000       0.48083580
  7451.5550       0.98435388       0.50602273       0.50602273        0.0000000        0.0000000       0.47833115
  7457.3300       0.97637301       0.50603230       0.50603230        0.0000000        0.0000000       0.47034070
  7463.1530       0.98054707       0.50604163       0.50604163        0.0000000        0.0000000       0.47450543
  7469.0240       0.98125699       0.50605073       0.50605073        0.0000000        0.0000000       0.47520626
  7474.9450       0.98241645       0.50605960       0.50605960        0.0000000        0.0000000       0.47635685
  7480.9140       0.97715297       0.50606824       0.50606824        0.0000000        0.0000000       0.47108473
  7486.9320       0.98590530       0.50607668       0.50607668        0.0000000        0.0000000       0.47982862
  7492.9990       0.97783872       0.50608491       0.50608491        0.0000000        0.0000000       0.47175381
