# Results of near edge peak fit to "AII_45"
# Titles from AII_45
# .  Merge in e space of:
# .  ** T:/xas_user/June2011/Gaetani/DT_Corrected/Fe_xanes_AII_45.001c
# .  ** T:/xas_user/June2011/Gaetani/DT_Corrected/Fe_xanes_AII_45.002c
# .  ** T:/xas_user/June2011/Gaetani/DT_Corrected/Fe_xanes_AII_45.003c
# .
# Fitting range = [-9:1] (relative to centroid of step function)
# .
# Fit included 50 data points and 5 variables
# R-factor = 0.00019, chi-square = 0.00016, reduced chi-square = 0.0000035
# .
# function       centroid             amplitude        width
# ============================================================
# atan            7117.50(    0.61)  0.471( 0.036)  1.258( 0.019)
# gauss           7113.25(    0.00)  0.144( 0.002)  0.750( 0.000)
# gauss           7111.50(    0.00)  0.057( 0.002)  0.750( 0.000)
# .
# .
# The Gaussians and Lorentzians are unit normalized,
# so the amplitudes are the areas.
# Formulas:
# -  arctangent:       A*[atan((e-E0)/W)/pi + 0.5]
# -  error function:   A*[erf((e-E0)/W) + 1]
# -  Gaussian:         [A/(W*sqrt(2pi))] * exp[-(e-E0)^2/(2W^2)]
# -  Lorentzian:       (AW/2pi) / [(e-E0)^2 + (W/2)^2]
#------------------------
#   ee        norm       fun          step          peak1          peak2          resid
  7133.8000        1.1397892       0.45958773       0.45958773       0.72047916E-164   0.32149337E-193   0.68020147
  7134.0000        1.1387290       0.45973321       0.45973321       0.46658936E-167   0.11175263E-196   0.67899580
  7134.2000        1.1395661       0.45987516       0.45987516       0.28142655E-170   0.36179313E-200   0.67969090
  7134.4000        1.1385377       0.46001370       0.46001370       0.15809282E-173   0.10908869E-203   0.67852403
  7134.6000        1.1370839       0.46014895       0.46014895       0.82713436E-177   0.30634864E-207   0.67693492
  7134.8000        1.1372514       0.46028103       0.46028103       0.40304804E-180   0.80125181E-211   0.67697035
  7135.0000        1.1369974       0.46041004       0.46041004       0.18291714E-183   0.19518163E-214   0.67658739
  7135.2000        1.1356158       0.46053610       0.46053610       0.77315902E-187   0.44281842E-218   0.67507965
  7135.4000        1.1372748       0.46065931       0.46065931       0.30436877E-190   0.93568414E-222   0.67661545
  7135.6000        1.1345201       0.46077975       0.46077975       0.11159589E-193   0.18414066E-225   0.67374031
  7135.8000        1.1337723       0.46089753       0.46089753       0.38107734E-197   0.33751023E-229   0.67287482
  7136.0000        1.1327702       0.46101272       0.46101272       0.12119784E-200   0.57615726E-233   0.67175745
  7136.2000        1.1321366       0.46112541       0.46112541       0.35899922E-204   0.91603480E-237   0.67101122
  7136.4000        1.1292951       0.46123569       0.46123569       0.99039617E-208   0.13564374E-240   0.66805944
  7136.6000        1.1269110       0.46134363       0.46134363       0.25447272E-211   0.18707009E-244   0.66556734
  7136.8000        1.1261201       0.46144930       0.46144930       0.60896223E-215   0.24028452E-248   0.66467078
  7137.0000        1.1244819       0.46155277       0.46155277       0.13572389E-218   0.28745116E-252   0.66292909
  7137.2000        1.1212342       0.46165412       0.46165412       0.28173390E-222   0.32027216E-256   0.65958012
  7137.4000        1.1207796       0.46175340       0.46175340       0.54467662E-226   0.33234652E-260   0.65902616
  7137.6000        1.1199582       0.46185068       0.46185068       0.98074297E-230   0.32120325E-264   0.65810750
  7137.8000        1.1140962       0.46194602       0.46194602       0.16447069E-233   0.28912494E-268   0.65215014
  7138.0000        1.1129807       0.46203947       0.46203947       0.25688494E-237   0.24238627E-272   0.65094127
  7138.2000        1.1107127       0.46213110       0.46213110       0.37368496E-241   0.18925498E-276   0.64858161
  7138.4000        1.1059068       0.46222095       0.46222095       0.50627845E-245   0.13762694E-280   0.64368583
  7138.6000        1.1052936       0.46230907       0.46230907       0.63883704E-249   0.93212987E-285   0.64298449
  7138.8000        1.1041460       0.46239552       0.46239552       0.75077115E-253   0.58798498E-289   0.64175052
  7139.0000        1.1029786       0.46248035       0.46248035       0.82175415E-257   0.34544021E-293   0.64049821
  7139.2000        1.0963315       0.46256358       0.46256358       0.83770878E-261   0.18901504E-297   0.63376792
  7139.4000        1.0965738       0.46264528       0.46264528       0.79535509E-265   0.96324483E-302   0.63392854
  7139.6000        1.0950604       0.46272549       0.46272549       0.70330855E-269   0.45718697E-306   0.63233492
  7139.8000        1.0935749       0.46280423       0.46280423       0.57922537E-273   0.20210071E-310   0.63077072
  7140.0000        1.0925502       0.46288156       0.46288156       0.44428953E-277   0.83206772E-315   0.62966862
  7140.2000        1.0874928       0.46295752       0.46295752       0.31739598E-281   0.31906759E-319   0.62453527
  7140.4000        1.0848015       0.46303212       0.46303212       0.21118040E-285    0.0000000       0.62176935
  7140.6000        1.0829747       0.46310543       0.46310543       0.13086474E-289    0.0000000       0.61986926
  7140.8000        1.0830709       0.46317746       0.46317746       0.75528087E-294    0.0000000       0.61989345
  7141.0000        1.0794332       0.46324824       0.46324824       0.40598611E-298    0.0000000       0.61618493
  7141.2000        1.0776101       0.46331782       0.46331782       0.20325007E-302    0.0000000       0.61429226
  7141.4000        1.0770956       0.46338623       0.46338623       0.94769170E-307    0.0000000       0.61370942
  7141.6000        1.0739976       0.46345348       0.46345348       0.41154780E-311    0.0000000       0.61054415
  7141.8000        1.0701992       0.46351961       0.46351961       0.16645250E-315    0.0000000       0.60667959
  7142.0000        1.0679365       0.46358466       0.46358466       0.62696930E-320    0.0000000       0.60435188
  7143.7330        1.0218888       0.46410628       0.46410628        0.0000000        0.0000000       0.55778252
  7145.5160        1.0201357       0.46457493       0.46457493        0.0000000        0.0000000       0.55556072
  7147.3470       0.99661436       0.46499737       0.46499737        0.0000000        0.0000000       0.53161699
  7149.2260       0.96967626       0.46537973       0.46537973        0.0000000        0.0000000       0.50429653
  7151.1540       0.94561237       0.46572729       0.46572729        0.0000000        0.0000000       0.47988508
  7153.1310       0.92257600       0.46604431       0.46604431        0.0000000        0.0000000       0.45653169
  7155.1570       0.90556160       0.46633438       0.46633438        0.0000000        0.0000000       0.43922722
  7157.2310       0.89571153       0.46660045       0.46660045        0.0000000        0.0000000       0.42911109
  7159.3540       0.89027088       0.46684530       0.46684530        0.0000000        0.0000000       0.42342558
  7161.5250       0.88846529       0.46707109       0.46707109        0.0000000        0.0000000       0.42139420
  7163.7460       0.89309664       0.46728000       0.46728000        0.0000000        0.0000000       0.42581664
  7166.0150       0.90148227       0.46747355       0.46747355        0.0000000        0.0000000       0.43400871
  7168.3330       0.91460006       0.46765333       0.46765333        0.0000000        0.0000000       0.44694673
  7170.6990       0.93291331       0.46782059       0.46782059        0.0000000        0.0000000       0.46509272
  7173.1140       0.94821278       0.46797654       0.46797654        0.0000000        0.0000000       0.48023624
  7175.5780       0.96326253       0.46812223       0.46812223        0.0000000        0.0000000       0.49514030
  7178.0900       0.97110755       0.46825849       0.46825849        0.0000000        0.0000000       0.50284906
  7180.6510       0.97607468       0.46838619       0.46838619        0.0000000        0.0000000       0.50768849
  7183.2610       0.98505508       0.46850605       0.46850605        0.0000000        0.0000000       0.51654902
  7185.9200       0.99358756       0.46861872       0.46861872        0.0000000        0.0000000       0.52496883
  7188.6270       0.99570121       0.46872473       0.46872473        0.0000000        0.0000000       0.52697648
  7191.3830        1.0034830       0.46882464       0.46882464        0.0000000        0.0000000       0.53465840
  7194.1880        1.0033463       0.46891893       0.46891893        0.0000000        0.0000000       0.53442736
  7197.0410        1.0022864       0.46900798       0.46900798        0.0000000        0.0000000       0.53327843
  7199.9420        1.0026748       0.46909218       0.46909218        0.0000000        0.0000000       0.53358258
  7202.8930        1.0005546       0.46917195       0.46917195        0.0000000        0.0000000       0.53138262
  7205.8930       0.99468717       0.46924755       0.46924755        0.0000000        0.0000000       0.52543961
  7208.9400       0.99116314       0.46931925       0.46931925        0.0000000        0.0000000       0.52184389
  7212.0370       0.98507507       0.46938737       0.46938737        0.0000000        0.0000000       0.51568770
  7215.1830       0.98096423       0.46945213       0.46945213        0.0000000        0.0000000       0.51151210
  7218.3760       0.97727741       0.46951372       0.46951372        0.0000000        0.0000000       0.50776369
  7221.6190       0.96989933       0.46957239       0.46957239        0.0000000        0.0000000       0.50032694
  7224.9110       0.97409718       0.46962831       0.46962831        0.0000000        0.0000000       0.50446887
  7228.2510       0.96796873       0.46968164       0.46968164        0.0000000        0.0000000       0.49828708
  7231.6400       0.96957372       0.46973256       0.46973256        0.0000000        0.0000000       0.49984116
  7235.0770       0.96459863       0.46978119       0.46978119        0.0000000        0.0000000       0.49481744
  7238.5630       0.96829396       0.46982768       0.46982768        0.0000000        0.0000000       0.49846627
  7242.0980       0.97090366       0.46987217       0.46987217        0.0000000        0.0000000       0.50103149
  7245.6820       0.97273010       0.46991476       0.46991476        0.0000000        0.0000000       0.50281534
  7249.3130       0.97299498       0.46995554       0.46995554        0.0000000        0.0000000       0.50303944
  7252.9950       0.97370884       0.46999465       0.46999465        0.0000000        0.0000000       0.50371419
  7256.7240       0.98154400       0.47003216       0.47003216        0.0000000        0.0000000       0.51151185
  7260.5020       0.98186805       0.47006815       0.47006815        0.0000000        0.0000000       0.51179990
  7264.3300       0.98747974       0.47010273       0.47010273        0.0000000        0.0000000       0.51737701
  7268.2050       0.99208488       0.47013594       0.47013594        0.0000000        0.0000000       0.52194894
  7272.1290       0.99197655       0.47016787       0.47016787        0.0000000        0.0000000       0.52180868
  7276.1030       0.98851504       0.47019859       0.47019859        0.0000000        0.0000000       0.51831645
  7280.1240       0.99497247       0.47022815       0.47022815        0.0000000        0.0000000       0.52474432
  7284.1940       0.99303440       0.47025661       0.47025661        0.0000000        0.0000000       0.52277779
  7288.3130       0.99483001       0.47028403       0.47028403        0.0000000        0.0000000       0.52454599
  7292.4810       0.99310044       0.47031046       0.47031046        0.0000000        0.0000000       0.52278999
  7296.6980       0.99454257       0.47033594       0.47033594        0.0000000        0.0000000       0.52420663
  7300.9630       0.99365955       0.47036053       0.47036053        0.0000000        0.0000000       0.52329903
  7305.2770       0.99317458       0.47038425       0.47038425        0.0000000        0.0000000       0.52279033
  7309.6390       0.98993342       0.47040716       0.47040716        0.0000000        0.0000000       0.51952626
  7314.0500       0.98847381       0.47042929       0.47042929        0.0000000        0.0000000       0.51804452
  7318.5100       0.98978072       0.47045067       0.47045067        0.0000000        0.0000000       0.51933005
  7323.0190       0.98815229       0.47047134       0.47047134        0.0000000        0.0000000       0.51768094
  7327.5760       0.98893209       0.47049134       0.47049134        0.0000000        0.0000000       0.51844076
  7332.1820       0.98743924       0.47051068       0.47051068        0.0000000        0.0000000       0.51692856
  7336.8360       0.98621632       0.47052940       0.47052940        0.0000000        0.0000000       0.51568692
  7341.5400       0.98906084       0.47054752       0.47054752        0.0000000        0.0000000       0.51851332
  7346.2920       0.98625027       0.47056508       0.47056508        0.0000000        0.0000000       0.51568520
  7351.0920       0.98983648       0.47058208       0.47058208        0.0000000        0.0000000       0.51925439
  7355.9420       0.98841842       0.47059857       0.47059857        0.0000000        0.0000000       0.51781985
  7360.8400       0.98775907       0.47061455       0.47061455        0.0000000        0.0000000       0.51714452
  7365.7870       0.98806256       0.47063005       0.47063005        0.0000000        0.0000000       0.51743251
  7370.7820       0.98543968       0.47064509       0.47064509        0.0000000        0.0000000       0.51479459
  7375.8260       0.98675775       0.47065968       0.47065968        0.0000000        0.0000000       0.51609807
  7380.9190       0.99086491       0.47067385       0.47067385        0.0000000        0.0000000       0.52019106
  7386.0600       0.98838475       0.47068760       0.47068760        0.0000000        0.0000000       0.51769715
  7391.2500       0.99012338       0.47070096       0.47070096        0.0000000        0.0000000       0.51942242
  7396.4890       0.99002611       0.47071394       0.47071394        0.0000000        0.0000000       0.51931217
  7401.7770       0.98893610       0.47072656       0.47072656        0.0000000        0.0000000       0.51820954
  7407.1130       0.99148128       0.47073883       0.47073883        0.0000000        0.0000000       0.52074245
  7412.4980       0.97734597       0.47075075       0.47075075        0.0000000        0.0000000       0.50659521
  7417.9320       0.98986403       0.47076236       0.47076236        0.0000000        0.0000000       0.51910167
  7423.4140       0.98315869       0.47077364       0.47077364        0.0000000        0.0000000       0.51238505
  7428.9450       0.98479474       0.47078463       0.47078463        0.0000000        0.0000000       0.51401012
  7434.5240       0.98967024       0.47079532       0.47079532        0.0000000        0.0000000       0.51887493
  7440.1530       0.99020322       0.47080573       0.47080573        0.0000000        0.0000000       0.51939749
  7445.8300       0.98684871       0.47081587       0.47081587        0.0000000        0.0000000       0.51603284
  7451.5550       0.98435388       0.47082574       0.47082574        0.0000000        0.0000000       0.51352814
  7457.3300       0.97637301       0.47083536       0.47083536        0.0000000        0.0000000       0.50553765
  7463.1530       0.98054707       0.47084474       0.47084474        0.0000000        0.0000000       0.50970233
  7469.0240       0.98125699       0.47085388       0.47085388        0.0000000        0.0000000       0.51040311
  7474.9450       0.98241645       0.47086279       0.47086279        0.0000000        0.0000000       0.51155365
  7480.9140       0.97715297       0.47087149       0.47087149        0.0000000        0.0000000       0.50628148
  7486.9320       0.98590530       0.47087996       0.47087996        0.0000000        0.0000000       0.51502534
  7492.9990       0.97783872       0.47088824       0.47088824        0.0000000        0.0000000       0.50695048
