# SF6                                                            Feff 8.20   
# POT  SCF  30  4.0000   1, core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=16 Rmt= 0.922 Rnm= 1.076 K  shell
# Pot 1 Z= 9 Rmt= 0.798 Rnm= 0.971
# Gam_ch=5.057E-01 H-L exch Vi= 0.000E+00 Vr=-2.000E+00
# Mu= 1.233E+00 kf=2.733E+00 Vint=-1.698E+01 Rs_int= 1.327
# FMS rfms= 4.0000
# PATH  Rmax= 0.100,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=1.000                                        Global_sig2= 0.00000
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#     0/   0 paths used
#  xsedge+ 50, used to normalize mu           9.0045E-04
#  -----------------------------------------------------------------------
#  omega    e    k    mu    mu0     chi     @#
    2519.057     51.791   3.570  8.76881E-01  9.95913E-01 -1.19032E-01
    2520.980     53.714   3.640  8.97276E-01  9.99777E-01 -1.02501E-01
    2522.940     55.674   3.710  9.25812E-01  1.00391E+00 -7.81006E-02
    2524.938     57.671   3.780  9.64589E-01  1.00829E+00 -4.36986E-02
    2526.972     59.706   3.850  1.01408E+00  1.01286E+00  1.21953E-03
    2529.045     61.779   3.920  1.06993E+00  1.01759E+00  5.23429E-02
    2531.154     63.888   3.990  1.12351E+00  1.02245E+00  1.01057E-01
    2533.301     66.035   4.060  1.16468E+00  1.02740E+00  1.37281E-01
    2535.485     68.219   4.130  1.18797E+00  1.03240E+00  1.55573E-01
    2537.707     70.441   4.200  1.19436E+00  1.03739E+00  1.56968E-01
    2539.966     72.700   4.270  1.19015E+00  1.04234E+00  1.47810E-01
    2542.262     74.996   4.340  1.18088E+00  1.04721E+00  1.33670E-01
    2544.596     77.330   4.410  1.17057E+00  1.05195E+00  1.18622E-01
    2546.967     79.701   4.480  1.16134E+00  1.05650E+00  1.04837E-01
    2549.375     82.109   4.550  1.15373E+00  1.06084E+00  9.28865E-02
    2551.821     84.555   4.620  1.14762E+00  1.06491E+00  8.27151E-02
    2554.304     87.038   4.690  1.14199E+00  1.06868E+00  7.33106E-02
    2556.824     89.558   4.760  1.13574E+00  1.07208E+00  6.36661E-02
    2559.382     92.116   4.830  1.12789E+00  1.07510E+00  5.27922E-02
    2561.977     94.711   4.900  1.11772E+00  1.07769E+00  4.00261E-02
    2564.609     97.343   4.970  1.10515E+00  1.07982E+00  2.53308E-02
    2567.279    100.012   5.040  1.09061E+00  1.08146E+00  9.15194E-03
    2569.986    102.719   5.110  1.07520E+00  1.08260E+00 -7.39900E-03
    2572.730    105.464   5.180  1.06019E+00  1.08319E+00 -2.29994E-02
