         2466.36          0.00382
          2466.5          0.00419
         2466.67          0.00443
         2466.81           0.0043
         2466.95          0.00462
         2467.11           0.0048
         2467.26           0.0051
         2467.42          0.00518
         2467.56          0.00534
         2467.71          0.00539
         2467.87          0.00576
         2468.01           0.0059
         2468.16          0.00614
         2468.32          0.00643
         2468.47          0.00654
         2468.61          0.00681
         2468.77          0.00723
         2468.92          0.00728
         2469.06          0.00761
         2469.22          0.00775
         2469.37          0.00812
         2469.51           0.0083
         2469.67          0.00868
         2469.82          0.00885
         2469.96          0.00926
         2470.13          0.00952
         2470.27          0.00978
         2470.42          0.01013
         2470.58          0.01037
         2470.72          0.01064
         2470.87          0.01118
         2471.01           0.0115
         2471.18          0.01191
         2471.32          0.01216
         2471.47          0.01259
         2471.63          0.01304
         2471.77          0.01353
         2471.92          0.01387
         2472.08           0.0143
         2472.23          0.01502
         2472.37          0.01553
         2472.52          0.01603
         2472.68          0.01657
         2472.83           0.0173
         2472.97          0.01787
         2473.13          0.01818
         2473.28          0.01892
         2473.43          0.01959
         2473.57          0.02028
         2473.73          0.02101
         2473.88          0.02168
         2474.03          0.02211
         2474.17          0.02295
         2474.33          0.02379
         2474.48          0.02455
         2474.63          0.02526
         2474.79          0.02611
         2474.94          0.02685
         2475.08          0.02794
         2475.23           0.0287
         2475.39           0.0298
         2475.54          0.03095
         2475.68          0.03179
         2475.83          0.03287
         2475.98          0.03407
         2476.14          0.03549
         2476.29          0.03676
         2476.43          0.03809
         2476.58          0.03936
         2476.74          0.04105
         2476.89          0.04247
         2477.04          0.04399
         2477.18          0.04561
         2477.35          0.04761
         2477.49          0.04926
         2477.64          0.05134
         2477.79          0.05329
         2477.93          0.05538
          2478.1          0.05809
         2478.24          0.06035
         2478.39          0.06273
         2478.54          0.06581
         2478.69          0.06862
         2478.85          0.07171
            2479          0.07483
         2479.14          0.07816
         2479.29          0.08174
         2479.44          0.08575
          2479.6          0.09032
         2479.75           0.0948
          2479.9          0.09934
         2480.04          0.10496
         2480.19          0.11057
         2480.34          0.11677
          2480.5          0.12448
         2480.65          0.13215
          2480.8          0.14064
         2480.95          0.14998
         2481.09          0.16113
         2481.26          0.17665
         2481.41          0.19303
         2481.55          0.21401
          2481.7          0.24173
         2481.85          0.27723
            2482          0.31978
         2482.14          0.36836
         2482.31          0.42562
         2482.46          0.47301
          2482.6          0.51089
         2482.75          0.53886
          2482.9          0.55299
         2483.05          0.55742
          2483.2          0.55696
         2483.36          0.55653
         2483.51          0.56183
         2483.66          0.57705
         2483.81           0.6053
         2483.95          0.64767
          2484.1          0.70593
         2484.25          0.78155
          2484.4           0.8777
         2484.56          1.01212
         2484.71          1.16675
         2484.86           1.3585
         2485.01          1.58548
         2485.16          1.84527
         2485.31          2.12305
         2485.46          2.40307
          2485.6          2.66529
         2485.75          2.90333
         2485.92          3.11616
         2486.07          3.26784
         2486.22          3.37456
         2486.36          3.45741
         2486.51          3.50924
         2486.66          3.53512
         2486.81          3.54224
         2486.96          3.53185
         2487.11          3.49515
         2487.26          3.43707
         2487.41          3.35212
         2487.57          3.22462
         2487.72          3.07614
         2487.87          2.91639
         2488.02          2.75299
         2488.17          2.61516
         2488.32          2.51765
         2488.47          2.42745
         2488.62          2.28583
         2488.77          2.08181
         2488.92          1.85032
         2489.07           1.6375
         2489.22          1.45405
         2489.37          1.31988
         2489.51          1.22374
         2489.66           1.1465
         2489.81          1.07881
         2489.98          1.01411
         2490.13          0.96469
         2490.13          0.96324
         2490.15           0.9595
          2490.2          0.94354
         2490.25          0.92667
         2490.31           0.9103
          2490.4          0.88649
          2490.5          0.86142
         2490.61          0.83073
         2490.75          0.79993
          2490.9          0.76508
         2491.06          0.72868
         2491.23          0.69317
         2491.43          0.65556
         2491.63          0.61917
         2491.86          0.58155
          2492.1          0.54869
         2492.35          0.52058
         2492.63          0.49796
         2492.91          0.48973
         2493.21          0.50506
         2493.53          0.54545
         2493.87          0.57916
          2494.2          0.56937
         2494.57          0.53336
         2494.95           0.5101
         2495.34          0.50707
         2495.74          0.51065
         2496.18          0.50926
         2496.61          0.50182
         2497.07          0.49593
         2497.54          0.49924
         2498.03          0.51068
         2498.53          0.52436
         2499.04          0.53986
         2499.58          0.55814
         2500.12          0.57885
         2500.69          0.60085
         2501.26          0.62427
         2501.86          0.65201
         2502.47          0.68468
         2503.09          0.72446
         2503.74          0.77334
          2504.4          0.83351
         2505.06          0.90559
         2505.74           0.9968
         2506.46          1.09632
         2507.17          1.15588
         2507.91          1.14002
         2508.66          1.06946
         2509.41          1.00213
          2510.2          0.97038
         2510.99          0.97714
         2511.79          0.98668
         2512.62           0.9707
         2513.46          0.93883
         2514.32          0.90961
          2515.2          0.89251
         2516.08          0.88808
         2516.98          0.89287
          2517.9          0.90392
         2518.84          0.91846
         2519.79          0.93239
         2520.75           0.9456
         2521.74          0.96036
         2522.73          0.97493
         2523.74          0.98604
         2524.76          0.98856
         2525.81          0.98008
         2526.86          0.96136
         2527.93          0.93731
         2529.02          0.91282
         2530.13          0.89107
         2531.24           0.8738
         2532.39          0.85997
         2533.54          0.85023
         2534.69          0.84384
         2535.88          0.83906
         2537.07           0.8371
         2538.28          0.84001
         2539.52          0.85072
         2540.75          0.87017
         2542.02          0.90119
         2543.29          0.94304
         2544.57          0.99516
         2545.88          1.05725
          2547.2          1.12192
         2548.54          1.18358
         2549.89          1.23512
         2551.25           1.2737
         2552.63          1.29958
         2554.04           1.3094
         2555.44          1.32149
         2556.87          1.30063
         2558.31          1.29228
         2559.78          1.27894
         2561.25          1.26364
         2562.74          1.24896
         2564.24          1.23563
         2565.75          1.22302
         2567.29          1.21116
         2568.85          1.20062
         2570.42          1.19149
            2572          1.18291
         2573.59          1.17451
          2575.2          1.16591
         2576.83          1.15779
         2578.47          1.14881
         2580.13          1.14033
         2581.81          1.13201
         2583.49          1.12487
          2585.2           1.1184
         2586.93          1.11185
         2588.67          1.10516
         2590.41          1.09945
         2592.19          1.09295
         2593.97          1.08688
         2595.76           1.0809
         2597.58          1.07454
         2599.41           1.0684
         2601.25          1.06205
         2603.12          1.05627
         2604.99          1.05078
         2606.88          1.04552
         2608.78          1.04106
          2610.7          1.03653
         2612.65          1.03223
          2614.6          1.02806
         2616.56          1.02524
         2618.54          1.02344
         2620.54          1.02269
         2622.55          1.02304
         2624.59          1.02421
         2626.63          1.02655
          2628.7          1.03032
         2630.77          1.03519
         2632.87          1.04103
         2634.97          1.04873
         2637.08          1.05793
         2639.22          1.06801
         2641.38          1.07878
         2643.54          1.08901
         2645.74          1.09923
         2647.94          1.10873
         2650.14          1.11807
         2652.37          1.12775
         2654.63           1.1364
         2656.88            1.144
         2659.17          1.15114
         2661.45          1.15766
         2663.75          1.16365
         2666.08          1.16853
         2668.42           1.1727
         2670.77          1.17699
         2673.14          1.18018
         2675.52          1.18392
         2677.93            1.187
         2680.34          1.18977
         2682.77          1.19181
         2685.22          1.19367
         2687.67          1.19569
         2690.16          1.19865
         2692.65          1.20258
         2695.16          1.21043
         2697.69          1.19849
         2700.22          1.20658
         2702.77          1.20101
         2705.35          1.19539
         2707.93          1.18974
         2710.54          1.18546
         2713.14          1.18663
         2715.79          1.18327
         2718.43          1.18373
         2721.09          1.18689
         2723.77          1.18828
         2726.45          1.18316
         2729.17           1.1797
         2731.89          1.17578
         2734.65          1.17363
         2737.39          1.17238
         2740.16          1.17142
         2742.94          1.17067
         2745.75          1.17041
         2748.57          1.17106
          2751.4          1.16892
         2754.24          1.16998
         2757.11          1.17313
         2759.99          1.17684
         2762.88          1.18031
          2765.8          1.18115
         2768.71          1.18648
         2771.65          1.19132
         2774.62          1.19653
         2777.58           1.2002
         2780.58          1.20462
         2783.58          1.20951
         2786.59          1.21427
         2789.62          1.21901
         2792.67          1.22334
         2795.74          1.22754
         2798.82           1.2315
         2801.91           1.2356
         2805.03          1.23918
         2808.14          1.24293
         2811.28          1.24594
         2814.43          1.24936
          2817.6          1.25261
          2820.8          1.25658
         2824.01          1.26016
         2827.23          1.26423
         2830.46          1.26743
         2833.71          1.27062
         2836.96          1.27405
         2840.25          1.27689
         2843.53          1.27884
         2846.84          1.27997
         2850.17          1.28087
         2853.53          1.28269
         2856.88            1.284
         2860.24          1.28542
         2863.64           1.2864
         2867.04          1.28577
         2870.47          1.28622
          2873.9          1.28667
         2877.34          1.28709
          2880.8          1.28748
         2884.29          1.28994
         2887.77          1.29122
         2891.29          1.29382
         2894.83          1.29399
         2898.37          1.29419
         2901.93          1.29475
          2905.5          1.29483
         2909.08          1.29526
          2912.7          1.29618
         2916.31          1.29741
         2919.93          1.29976
         2923.59          1.30167
         2927.27          1.30287
         2930.95          1.30477
         2934.62           1.3068
         2938.34          1.30883
         2942.07          1.31097
         2945.81          1.31337
         2949.59          1.31724
         2953.36          1.31973
         2957.14           1.3222
         2960.96           1.3247
         2964.77           1.3277
         2968.59          1.33043
         2972.45          1.33327
          2976.3          1.33677
          2980.2          1.33857
         2984.11            1.341
            2988           1.3438
         2991.93          1.34687
         2995.88          1.35058
         2999.85           1.3542
         3003.83          1.35781
