         2420.12          0.00238
         2421.12          0.00216
         2422.12          0.00195
          2423.1          0.00183
         2424.11          0.00163
         2425.11          0.00153
         2426.11          0.00129
         2427.12            0.001
         2428.11          0.00095
         2429.11          0.00076
         2430.11          0.00058
         2431.11          0.00041
         2432.11           0.0004
         2433.11          0.00016
         2434.11          0.00012
         2435.11         -0.00011
         2436.11         -0.00021
         2437.12         -0.00032
         2438.11         -0.00038
         2439.11         -0.00051
         2440.11         -0.00068
         2441.11         -0.00076
         2442.12         -0.00089
         2443.12         -0.00077
         2444.11           -0.001
         2445.12         -0.00089
         2446.11          -0.0008
         2447.11         -0.00105
         2448.12           -0.001
         2449.12         -0.00101
         2450.12         -0.00093
         2450.26           -0.001
         2450.42         -0.00102
         2450.56         -0.00109
         2450.72         -0.00095
         2450.87           -0.001
         2451.01         -0.00104
         2451.17         -0.00094
         2451.33         -0.00103
         2451.47         -0.00102
         2451.62         -0.00088
         2451.77         -0.00094
         2451.92         -0.00094
         2452.06         -0.00105
         2452.22           -0.001
         2452.38         -0.00111
         2452.52          -0.0011
         2452.68         -0.00102
         2452.82         -0.00111
         2452.97         -0.00097
         2453.12         -0.00095
         2453.27         -0.00091
         2453.43         -0.00091
         2453.57         -0.00104
         2453.73         -0.00105
         2453.87         -0.00104
         2454.03         -0.00101
         2454.17         -0.00103
         2454.33         -0.00087
         2454.48         -0.00094
         2454.63         -0.00092
         2454.78         -0.00092
         2454.93          -0.0009
         2455.08         -0.00093
         2455.23         -0.00076
         2455.38         -0.00072
         2455.53         -0.00088
         2455.68         -0.00088
         2455.83         -0.00044
         2455.98         -0.00089
         2456.13          -0.0007
         2456.28         -0.00071
         2456.43         -0.00068
         2456.58         -0.00067
         2456.73         -0.00065
         2456.88         -0.00068
         2457.04         -0.00068
         2457.18         -0.00066
         2457.34         -0.00065
         2457.48         -0.00062
         2457.64         -0.00057
         2457.79         -0.00047
         2457.94         -0.00038
         2458.09          -0.0005
         2458.24         -0.00037
         2458.39         -0.00029
         2458.55         -0.00029
         2458.69          -0.0002
         2458.85         -0.00034
         2458.99         -0.00022
         2459.13         -0.00025
         2459.29         -0.00021
         2459.43            5e-05
         2459.59           -7e-05
         2459.74            8e-05
         2459.89            5e-05
         2460.04            3e-05
          2460.2            2e-05
         2460.34          0.00018
          2460.5          0.00019
         2460.64          0.00028
          2460.8          0.00043
         2460.94          0.00042
          2461.1          0.00049
         2461.25          0.00045
         2461.39          0.00061
         2461.55          0.00076
         2461.69          0.00079
         2461.85          0.00083
         2461.99           0.0008
         2462.15          0.00111
          2462.3          0.00113
         2462.44          0.00109
          2462.6          0.00119
         2462.74          0.00126
          2462.9          0.00153
         2463.05          0.00127
         2463.21          0.00152
         2463.35          0.00155
         2463.49          0.00179
         2463.65          0.00185
          2463.8          0.00174
         2463.96          0.00201
          2464.1          0.00231
         2464.25           0.0021
         2464.41          0.00221
         2464.55          0.00235
         2464.71          0.00242
         2464.85          0.00261
            2465          0.00273
         2465.16          0.00281
          2465.3          0.00302
         2465.46          0.00314
         2465.61          0.00326
         2465.75          0.00346
         2465.91          0.00368
         2466.06          0.00371
         2466.22           0.0037
